time,CH_PV,CH_temp,P_PV,P_temp
2015-03-07 11:00:00,8.452,4.063,7.039,29.895
2015-03-07 12:00:00,9.332,5.675,7.436,31.115
2015-03-07 13:00:00,8.617,6.827,7.434,32.031
2015-03-07 14:00:00,7.167,6.923,7.017,32.649
2015-03-07 15:00:00,5.023,6.137,6.219,32.944
2015-03-07 16:00:00,2.186,4.513,5.055,32.892
2015-03-07 17:00:00,0.092,1.784,3.591,32.532
2015-03-07 18:00:00,0.0,0.49,2.023,31.89
2015-03-07 19:00:00,0.0,-0.202,0.768,30.661
2015-03-07 20:00:00,0.0,-0.655,0.233,27.56
2015-03-07 21:00:00,0.0,-0.918,0.0,25.155
2015-03-07 22:00:00,0.0,-1.301,0.0,24.096
2015-03-07 23:00:00,0.0,-1.356,0.0,23.1
2015-03-08 00:00:00,0.0,-1.371,0.0,17.178
2015-03-08 01:00:00,0.0,-1.382,0.0,16.334
2015-03-08 03:00:00,0.0,-1.431,0.0,14.867
2015-03-08 04:00:00,0.0,-1.751,0.0,14.155
2015-03-08 05:00:00,0.0,-2.638,0.002,13.683
2015-03-08 06:00:00,0.0,-2.958,0.338,15.058
2015-03-08 07:00:00,0.199,-2.36,1.406,16.76
2015-03-08 08:00:00,1.112,-1.037,3.235,19.685
2015-03-08 09:00:00,2.785,-0.002,4.923,22.929
2015-03-08 10:00:00,4.606,1.289,6.2,26.146
2015-03-08 11:00:00,6.235,2.393,7.006,27.944
2015-03-08 12:00:00,7.944,3.26,7.28,28.957
2015-03-08 13:00:00,8.088,4.051,7.09,29.62
2015-03-08 14:00:00,7.092,4.461,6.557,30.052
2015-03-08 15:00:00,4.808,4.549,5.742,30.218
2015-03-08 16:00:00,2.686,4.283,4.878,30.19
2015-03-08 17:00:00,0.972,3.246,3.432,29.817
2015-03-08 18:00:00,0.028,1.851,1.856,29.113
2015-03-08 19:00:00,0.0,1.126,0.503,27.135
2015-03-08 20:00:00,0.0,0.669,0.043,24.075
2015-03-08 21:00:00,0.0,0.376,0.0,22.289
2015-03-08 22:00:00,0.0,0.091,0.0,21.344
2015-03-08 23:00:00,0.0,-0.194,0.0,20.607
2015-03-09 00:00:00,0.0,-0.456,0.0,13.034
2015-03-09 01:00:00,0.0,-0.717,0.0,12.409
2015-03-09 02:00:00,0.0,-0.97,0.0,11.942
2015-03-09 03:00:00,0.0,-1.186,0.0,11.873
2015-03-09 04:00:00,0.0,-1.278,0.0,11.941
2015-03-09 05:00:00,0.0,-1.227,0.0,11.869
2015-03-09 06:00:00,0.0,-0.988,0.001,11.739
2015-03-09 07:00:00,0.639,-0.449,0.347,12.626
2015-03-09 08:00:00,3.577,0.745,0.966,13.502
2015-03-09 09:00:00,6.173,1.81,1.817,15.034
2015-03-09 10:00:00,8.034,3.943,2.75,16.559
2015-03-09 11:00:00,9.132,6.109,4.008,17.785
2015-03-09 12:00:00,9.59,7.424,5.703,18.909
2015-03-09 13:00:00,9.402,8.228,4.671,19.166
2015-03-09 14:00:00,8.622,8.567,2.667,18.553
2015-03-09 15:00:00,7.179,8.627,1.685,17.598
2015-03-09 16:00:00,5.047,8.193,1.744,16.938
2015-03-09 17:00:00,2.254,5.981,1.067,16.451
2015-03-09 18:00:00,0.099,3.158,0.373,15.927
2015-03-09 19:00:00,0.0,2.027,0.036,14.895
2015-03-09 20:00:00,0.0,1.808,0.0,14.357
2015-03-09 21:00:00,0.0,1.84,0.0,14.038
2015-03-09 22:00:00,0.0,1.811,0.0,13.615
2015-03-09 23:00:00,0.0,1.628,0.0,12.513
2015-03-10 00:00:00,0.0,1.353,0.0,7.154
2015-03-10 01:00:00,0.0,0.86,0.0,6.63
2015-03-10 02:00:00,0.0,0.533,0.0,6.196
2015-03-10 03:00:00,0.0,0.417,0.0,5.802
2015-03-10 04:00:00,0.0,0.603,0.0,5.45
2015-03-10 05:00:00,0.0,0.897,0.0,5.152
2015-03-10 06:00:00,0.0,1.148,0.0,4.857
2015-03-10 07:00:00,0.012,1.458,0.076,4.734
2015-03-10 08:00:00,0.284,2.043,1.729,7.395
2015-03-10 09:00:00,0.71,2.58,3.937,9.702
2015-03-10 10:00:00,1.889,3.387,5.643,12.453
2015-03-10 11:00:00,3.232,4.782,6.702,15.709
2015-03-10 12:00:00,4.892,6.346,7.227,17.426
2015-03-10 13:00:00,6.615,7.686,7.221,18.458
2015-03-10 14:00:00,6.255,8.833,6.667,19.171
2015-03-10 15:00:00,6.056,9.673,5.413,19.413
2015-03-10 16:00:00,4.209,9.847,3.62,19.149
2015-03-10 17:00:00,1.949,8.793,1.767,17.863
2015-03-10 18:00:00,0.104,6.042,0.181,15.401
2015-03-10 19:00:00,0.0,4.713,0.0,14.469
2015-03-10 20:00:00,0.0,4.115,0.0,13.943
2015-03-10 21:00:00,0.0,3.668,0.0,13.232
2015-03-10 22:00:00,0.0,3.354,0.0,12.372
2015-03-10 23:00:00,0.0,3.156,0.0,11.571
2015-03-11 00:00:00,0.0,2.84,0.0,2.261
2015-03-11 01:00:00,0.0,2.339,0.0,1.748
2015-03-11 02:00:00,0.0,2.138,0.0,1.178
2015-03-11 03:00:00,0.0,1.864,0.0,0.619
2015-03-11 04:00:00,0.0,1.455,0.0,0.148
2015-03-11 05:00:00,0.0,1.074,0.0,-0.221
2015-03-11 06:00:00,0.0,0.838,0.0,-0.806
2015-03-11 07:00:00,0.11,0.896,0.188,-1.503
2015-03-11 08:00:00,1.192,1.599,2.509,0.515
2015-03-11 09:00:00,3.718,2.777,4.868,2.576
2015-03-11 10:00:00,6.975,4.212,6.326,4.56
2015-03-11 11:00:00,8.734,5.517,7.048,7.033
2015-03-11 12:00:00,9.543,6.472,7.125,8.738
2015-03-11 13:00:00,9.533,7.159,6.574,9.645
2015-03-11 14:00:00,8.792,7.653,5.406,10.005
2015-03-11 15:00:00,7.373,7.908,3.573,8.739
2015-03-11 16:00:00,5.274,7.529,0.663,6.731
2015-03-11 17:00:00,2.56,6.399,0.0,5.705
2015-03-11 18:00:00,0.19,3.564,0.0,4.928
2015-03-11 19:00:00,0.0,2.211,0.0,4.418
2015-03-11 20:00:00,0.0,1.573,0.0,4.34
2015-03-11 21:00:00,0.0,1.033,0.0,3.757
2015-03-11 22:00:00,0.0,0.728,0.0,3.129
2015-03-11 23:00:00,0.0,0.504,0.0,2.633
2015-03-12 00:00:00,0.0,0.185,0.0,4.563
2015-03-12 01:00:00,0.0,-0.23,0.0,4.248
2015-03-12 02:00:00,0.0,-0.641,0.0,3.742
2015-03-12 03:00:00,0.0,-0.956,0.0,3.479
2015-03-12 04:00:00,0.0,-1.226,0.0,3.36
2015-03-12 05:00:00,0.0,-1.478,0.0,3.381
2015-03-12 06:00:00,0.0,-1.553,0.0,3.159
2015-03-12 07:00:00,0.78,-0.97,0.0,2.8
2015-03-12 08:00:00,3.712,0.652,0.226,2.971
2015-03-12 09:00:00,6.271,2.57,1.775,4.415
2015-03-12 10:00:00,8.084,5.034,3.699,5.679
2015-03-12 11:00:00,9.189,7.068,4.727,6.916
2015-03-12 12:00:00,9.633,8.636,4.931,8.002
2015-03-12 13:00:00,9.432,9.725,4.484,8.614
2015-03-12 14:00:00,8.65,10.442,3.046,8.139
2015-03-12 15:00:00,7.234,10.775,0.564,6.315
2015-03-12 16:00:00,5.143,10.488,0.0,5.447
2015-03-12 17:00:00,2.469,9.077,0.0,5.187
2015-03-12 18:00:00,0.184,6.107,0.0,4.156
2015-03-12 19:00:00,0.0,4.864,0.0,4.261
2015-03-12 20:00:00,0.0,4.163,0.0,4.082
2015-03-12 21:00:00,0.0,3.297,0.0,3.915
2015-03-12 22:00:00,0.0,2.496,0.0,3.579
2015-03-12 23:00:00,0.0,1.871,0.0,3.047
2015-04-01 00:00:00,0.0,5.34,0.0,1.182
2015-04-01 01:00:00,0.0,4.754,0.0,0.987
2015-04-01 02:00:00,0.0,4.246,0.0,0.96
2015-04-01 03:00:00,0.0,3.733,0.0,1.266
2015-04-01 04:00:00,0.0,3.421,0.0,1.352
2015-04-01 05:00:00,0.0,3.137,0.0,1.489
2015-04-01 06:00:00,0.003,2.66,0.0,1.59
2015-04-01 07:00:00,1.238,3.753,0.0,1.322
2015-04-01 08:00:00,3.67,5.625,0.039,1.17
2015-04-01 09:00:00,5.926,7.955,0.35,1.49
2015-04-01 10:00:00,7.51,11.299,0.43,1.866
2015-04-01 11:00:00,8.499,13.889,0.503,2.216
2015-04-01 12:00:00,8.888,15.493,1.053,2.765
2015-04-01 13:00:00,8.71,16.562,1.589,3.313
2015-04-01 14:00:00,8.058,16.908,1.666,3.3
2015-04-01 15:00:00,6.774,16.643,0.439,2.436
2015-04-01 16:00:00,4.656,16.136,0.0,1.407
2015-04-01 17:00:00,2.105,15.171,0.0,0.857
2015-04-01 18:00:00,0.484,13.648,0.0,0.213
2015-04-01 19:00:00,0.0,12.194,0.0,-0.16
2015-04-01 20:00:00,0.0,11.337,0.0,-0.125
2015-04-01 21:00:00,0.0,10.423,0.0,-0.016
2015-04-01 22:00:00,0.0,9.636,0.0,-0.017
2015-04-01 23:00:00,0.0,8.882,0.0,-0.101
2015-04-02 00:00:00,0.0,8.499,0.0,-3.993
2015-04-02 01:00:00,0.0,8.371,0.0,-3.818
2015-04-02 02:00:00,0.0,8.36,0.0,-3.627
2015-04-02 03:00:00,0.0,8.717,0.0,-3.479
2015-04-02 04:00:00,0.0,9.278,0.0,-3.383
2015-04-02 05:00:00,0.0,8.615,0.0,-3.42
2015-04-02 06:00:00,0.0,8.124,0.0,-3.559
2015-04-02 07:00:00,0.775,8.473,0.0,-3.772
2015-04-02 08:00:00,2.953,10.239,0.573,-3.208
2015-04-02 09:00:00,4.524,12.492,1.613,-1.533
2015-04-02 10:00:00,4.351,13.785,2.975,-0.458
2015-04-02 11:00:00,2.876,13.923,3.075,0.016
2015-04-02 12:00:00,1.843,13.448,2.061,0.148
2015-04-02 13:00:00,1.716,12.321,1.526,0.156
2015-04-02 14:00:00,3.342,11.755,1.559,0.101
2015-04-02 15:00:00,5.697,12.174,0.832,-0.681
2015-04-02 16:00:00,4.957,13.082,0.045,-2.466
2015-04-02 17:00:00,2.529,13.751,0.0,-3.081
2015-04-02 18:00:00,0.486,12.822,0.0,-3.061
2015-04-02 19:00:00,0.0,11.752,0.0,-3.147
2015-04-02 20:00:00,0.0,11.319,0.0,-3.361
2015-04-02 21:00:00,0.0,11.067,0.0,-3.521
2015-04-02 22:00:00,0.0,10.637,0.0,-3.579
2015-04-02 23:00:00,0.0,9.06,0.0,-3.672
2015-04-03 00:00:00,0.0,7.93,0.0,2.893
2015-04-03 01:00:00,0.0,7.531,0.0,2.17
2015-04-03 02:00:00,0.0,6.521,0.0,1.526
2015-04-03 03:00:00,0.0,5.631,0.0,1.19
2015-04-03 04:00:00,0.0,5.128,0.0,0.723
2015-04-03 05:00:00,0.0,4.903,0.0,0.282
2015-04-03 06:00:00,0.007,4.613,0.0,0.031
2015-04-03 07:00:00,1.092,5.88,0.373,0.188
2015-04-03 08:00:00,3.156,7.15,2.501,1.267
2015-04-03 09:00:00,3.542,7.851,4.795,3.026
2015-04-03 10:00:00,3.075,7.932,5.949,4.653
2015-04-03 11:00:00,2.942,7.924,4.8,5.402
2015-04-03 12:00:00,6.313,8.462,4.449,5.838
2015-04-03 13:00:00,4.118,7.73,3.093,5.789
2015-04-03 14:00:00,7.276,8.036,2.024,5.624
2015-04-03 15:00:00,5.222,7.091,1.626,5.535
2015-04-03 16:00:00,3.102,4.806,0.749,4.887
2015-04-03 17:00:00,1.396,2.871,0.016,3.56
2015-04-03 18:00:00,0.393,1.701,0.0,2.947
2015-04-03 19:00:00,0.0,0.91,0.0,2.362
2015-04-03 20:00:00,0.0,0.277,0.0,2.113
2015-04-03 21:00:00,0.0,-0.444,0.0,1.771
2015-04-03 22:00:00,0.0,-0.865,0.0,1.608
2015-04-03 23:00:00,0.0,-1.009,0.0,1.784
2015-04-04 00:00:00,0.0,-1.189,0.0,-0.574
2015-04-04 01:00:00,0.0,-1.431,0.0,-1.163
2015-04-04 02:00:00,0.0,-1.643,0.0,-1.771
2015-04-04 03:00:00,0.0,-1.644,0.0,-1.991
2015-04-04 04:00:00,0.0,-1.615,0.0,-1.615
2015-04-04 05:00:00,0.0,-1.905,0.0,-1.289
2015-04-04 06:00:00,0.014,-2.099,0.0,-1.33
2015-04-04 07:00:00,1.435,-0.518,0.43,-0.839
2015-04-04 08:00:00,4.01,1.11,1.909,0.524
2015-04-04 09:00:00,6.255,3.984,5.065,2.921
2015-04-04 10:00:00,7.903,5.924,6.676,5.567
2015-04-04 11:00:00,9.059,7.596,5.628,6.684
2015-04-04 12:00:00,9.552,9.001,5.758,7.401
2015-04-04 13:00:00,9.41,9.976,5.591,7.953
2015-04-04 14:00:00,8.677,10.565,4.664,8.201
2015-04-04 15:00:00,7.334,10.798,3.556,8.139
2015-04-04 16:00:00,5.382,10.781,2.944,7.999
2015-04-04 17:00:00,2.983,10.424,2.048,7.621
2015-04-04 18:00:00,0.711,8.587,0.63,6.333
2015-04-04 19:00:00,0.0,6.533,0.02,4.172
2015-04-04 20:00:00,0.0,6.448,0.0,2.852
2015-04-04 21:00:00,0.0,6.645,0.0,1.885
2015-04-04 22:00:00,0.0,5.936,0.0,0.907
2015-04-04 23:00:00,0.0,4.692,0.0,-0.035
2015-04-05 00:00:00,0.0,4.564,0.0,11.784
2015-04-05 01:00:00,0.0,4.494,0.0,11.629
2015-04-05 02:00:00,0.0,4.065,0.0,11.468
2015-04-05 03:00:00,0.0,3.468,0.0,11.357
2015-04-05 04:00:00,0.0,3.151,0.0,11.2
2015-04-05 05:00:00,0.0,2.812,0.0,11.152
2015-04-05 06:00:00,0.005,2.535,0.294,11.544
2015-04-05 07:00:00,0.65,3.525,1.294,12.45
2015-04-05 08:00:00,2.054,4.838,2.66,13.613
2015-04-05 09:00:00,4.323,7.182,3.94,14.75
2015-04-05 10:00:00,6.786,10.171,4.777,15.878
2015-04-05 11:00:00,7.895,11.99,5.708,16.886
2015-04-05 12:00:00,8.663,13.1,7.1,17.973
2015-04-05 13:00:00,8.479,13.921,7.71,18.795
2015-04-05 14:00:00,7.718,14.547,7.18,19.23
2015-04-05 15:00:00,6.875,14.956,6.077,19.397
2015-04-05 16:00:00,5.026,15.299,3.836,19.176
2015-04-05 17:00:00,2.778,15.173,2.253,18.918
2015-04-05 18:00:00,0.692,11.878,1.253,18.568
2015-04-05 19:00:00,0.0,7.86,0.44,17.762
2015-04-05 20:00:00,0.0,6.707,0.007,16.607
2015-04-05 21:00:00,0.0,6.835,0.0,14.849
2015-04-05 22:00:00,0.0,6.231,0.0,13.6
2015-04-05 23:00:00,0.0,6.245,0.0,13.211
2015-04-06 00:00:00,0.0,6.364,0.0,10.151
2015-04-06 01:00:00,0.0,5.896,0.0,9.258
2015-04-06 02:00:00,0.0,5.253,0.0,8.431
2015-04-06 03:00:00,0.0,4.742,0.0,7.736
2015-04-06 04:00:00,0.0,4.329,0.0,7.158
2015-04-06 05:00:00,0.0,4.251,0.128,7.493
2015-04-06 06:00:00,0.021,4.637,0.395,9.42
2015-04-06 07:00:00,0.817,6.28,1.89,11.621
2015-04-06 08:00:00,1.439,7.61,3.846,13.674
2015-04-06 09:00:00,2.415,9.312,5.596,15.556
2015-04-06 10:00:00,4.25,11.194,6.916,17.019
2015-04-06 11:00:00,5.955,12.62,7.805,18.253
2015-04-06 12:00:00,6.962,13.639,8.276,19.303
2015-04-06 13:00:00,7.34,14.354,8.299,20.152
2015-04-06 14:00:00,6.311,14.785,7.881,20.745
2015-04-06 15:00:00,3.547,14.063,7.038,21.066
2015-04-06 16:00:00,2.268,12.259,5.779,21.14
2015-04-06 17:00:00,1.309,10.16,4.138,20.903
2015-04-06 18:00:00,0.324,7.716,2.261,20.352
2015-04-06 19:00:00,0.0,5.974,0.547,19.335
2015-04-06 20:00:00,0.0,5.161,0.222,16.596
2015-04-06 21:00:00,0.0,4.775,0.0,13.887
2015-04-06 22:00:00,0.0,4.595,0.0,13.065
2015-04-06 23:00:00,0.0,4.365,0.0,12.338
2015-04-07 00:00:00,0.0,4.151,0.0,22.08
2015-04-07 01:00:00,0.0,4.006,0.0,21.217
2015-04-07 02:00:00,0.0,4.102,0.0,20.512
2015-04-07 03:00:00,0.0,4.201,0.0,19.928
2015-04-07 04:00:00,0.0,4.285,0.0,19.354
2015-04-07 05:00:00,0.0,4.17,0.147,19.682
2015-04-07 06:00:00,0.0,3.72,0.555,21.508
2015-04-07 07:00:00,0.538,3.663,1.669,23.116
2015-04-07 08:00:00,1.887,4.208,3.241,25.871
2015-04-07 09:00:00,3.526,5.11,4.625,29.606
2015-04-07 10:00:00,4.653,5.887,5.866,31.846
2015-04-07 11:00:00,5.05,6.509,6.548,33.117
2015-04-07 12:00:00,5.964,7.157,6.948,34.061
2015-04-07 13:00:00,5.653,7.651,6.96,34.719
2015-04-07 14:00:00,4.213,7.93,6.43,35.076
2015-04-07 15:00:00,2.731,7.97,5.256,35.04
2015-04-07 16:00:00,1.442,7.938,4.462,34.936
2015-04-07 17:00:00,0.617,7.799,3.045,34.437
2015-04-07 18:00:00,0.144,7.61,1.577,33.587
2015-04-07 19:00:00,0.0,7.441,0.685,32.012
2015-04-07 20:00:00,0.0,7.235,0.173,29.441
2015-04-07 21:00:00,0.0,6.836,0.0,27.173
2015-04-07 22:00:00,0.0,6.437,0.0,25.939
2015-04-07 23:00:00,0.0,6.152,0.0,25.135
2015-04-08 00:00:00,0.0,6.0,0.0,20.036
2015-04-08 01:00:00,0.0,5.994,0.0,19.533
2015-04-08 02:00:00,0.0,6.262,0.0,19.038
2015-04-08 03:00:00,0.0,6.264,0.0,18.498
2015-04-08 04:00:00,0.0,5.921,0.0,17.974
2015-04-08 05:00:00,0.0,5.367,0.0,17.512
2015-04-08 06:00:00,0.008,4.811,0.352,18.957
2015-04-08 07:00:00,0.713,4.954,1.384,20.544
2015-04-08 08:00:00,1.952,5.68,3.103,22.968
2015-04-08 09:00:00,3.062,6.618,4.624,26.562
2015-04-08 10:00:00,3.846,7.336,6.007,29.196
2015-04-08 11:00:00,4.921,7.99,6.836,30.54
2015-04-08 12:00:00,5.32,8.353,7.272,31.506
2015-04-08 13:00:00,4.862,8.261,7.305,32.172
2015-04-08 14:00:00,3.282,7.788,6.874,32.589
2015-04-08 15:00:00,3.027,7.358,5.779,32.619
2015-04-08 16:00:00,2.012,6.742,3.374,31.976
2015-04-08 17:00:00,0.746,5.9,1.668,31.046
2015-04-08 18:00:00,0.132,5.204,0.643,29.497
2015-04-08 19:00:00,0.0,5.008,0.225,27.663
2015-04-08 20:00:00,0.0,5.537,0.0,25.713
2015-04-08 21:00:00,0.0,6.319,0.0,23.324
2015-04-08 22:00:00,0.0,6.99,0.0,20.893
2015-04-08 23:00:00,0.0,7.58,0.0,19.48
2015-04-09 00:00:00,0.0,8.151,0.0,11.482
2015-04-09 01:00:00,0.0,8.757,0.0,10.504
2015-04-09 02:00:00,0.0,9.494,0.0,9.797
2015-04-09 03:00:00,0.0,10.391,0.0,9.305
2015-04-09 04:00:00,0.0,10.907,0.0,8.859
2015-04-09 05:00:00,0.0,11.119,0.0,8.399
2015-04-09 06:00:00,0.0,11.147,0.011,8.131
2015-04-09 07:00:00,0.223,11.025,0.822,9.836
2015-04-09 08:00:00,0.709,11.756,2.689,11.279
2015-04-09 09:00:00,1.57,12.59,4.555,14.488
2015-04-09 10:00:00,2.363,13.407,5.872,16.415
2015-04-09 11:00:00,2.498,14.239,6.396,17.463
2015-04-09 12:00:00,1.742,15.022,6.187,17.953
2015-04-09 13:00:00,2.64,15.904,5.506,18.087
2015-04-09 14:00:00,2.036,16.343,3.837,17.77
2015-04-09 15:00:00,1.561,16.578,2.968,17.505
2015-04-09 16:00:00,1.01,16.477,2.406,17.304
2015-04-09 17:00:00,0.757,16.266,1.751,17.019
2015-04-09 18:00:00,0.293,15.839,0.636,16.293
2015-04-09 19:00:00,0.0,15.489,0.055,14.292
2015-04-09 20:00:00,0.0,15.73,0.0,12.703
2015-04-09 21:00:00,0.0,15.823,0.0,12.102
2015-04-09 22:00:00,0.0,14.706,0.0,11.802
2015-04-09 23:00:00,0.0,11.337,0.0,11.521
2015-04-10 00:00:00,0.0,9.137,0.0,10.978
2015-04-10 01:00:00,0.0,8.004,0.0,10.576
2015-04-10 02:00:00,0.0,6.698,0.0,10.287
2015-04-10 03:00:00,0.0,5.107,0.0,9.779
2015-04-10 04:00:00,0.0,3.802,0.0,9.208
2015-04-10 05:00:00,0.0,3.312,0.0,8.729
2015-04-10 06:00:00,0.033,3.115,0.0,8.14
2015-04-10 07:00:00,1.211,3.515,0.03,7.792
2015-04-10 08:00:00,4.075,4.9,1.247,9.367
2015-04-10 09:00:00,6.283,7.07,3.49,11.205
2015-04-10 10:00:00,7.884,8.972,5.167,14.216
2015-04-10 11:00:00,8.865,10.533,6.107,16.837
2015-04-10 12:00:00,9.252,11.876,6.514,18.141
2015-04-10 13:00:00,9.015,12.935,6.003,18.782
2015-04-10 14:00:00,7.898,13.536,4.26,18.802
2015-04-10 15:00:00,5.823,13.428,2.593,18.419
2015-04-10 16:00:00,4.478,12.062,1.403,17.751
2015-04-10 17:00:00,3.099,9.665,0.581,16.469
2015-04-10 18:00:00,0.773,7.725,0.056,14.267
2015-04-10 19:00:00,0.0,6.288,0.0,12.895
2015-04-10 20:00:00,0.0,5.081,0.0,12.163
2015-04-10 21:00:00,0.0,4.197,0.0,11.732
2015-04-10 22:00:00,0.0,3.633,0.0,11.17
2015-04-10 23:00:00,0.0,3.225,0.0,10.541
2015-04-11 00:00:00,0.0,2.936,0.0,2.106
2015-04-11 01:00:00,0.0,2.781,0.0,1.466
2015-04-11 02:00:00,0.0,2.667,0.0,0.82
2015-04-11 03:00:00,0.0,2.488,0.0,0.694
2015-04-11 04:00:00,0.0,2.238,0.0,0.89
2015-04-11 05:00:00,0.0,1.919,0.0,1.002
2015-04-11 06:00:00,0.052,1.807,0.0,0.866
2015-04-11 07:00:00,1.53,3.499,0.0,0.663
2015-04-11 08:00:00,3.961,5.236,0.241,0.93
2015-04-11 09:00:00,6.168,8.025,0.706,1.657
2015-04-11 10:00:00,7.809,10.214,1.223,2.894
2015-04-11 11:00:00,8.855,11.45,1.784,4.569
2015-04-11 12:00:00,9.301,12.352,2.004,5.954
2015-04-11 13:00:00,9.211,13.144,1.946,6.893
2015-04-11 14:00:00,8.511,13.826,1.968,7.583
2015-04-11 15:00:00,7.249,14.312,1.492,7.387
2015-04-11 16:00:00,5.429,14.49,0.162,6.035
2015-04-11 17:00:00,3.16,14.244,0.0,5.066
2015-04-11 18:00:00,0.892,12.702,0.0,4.657
2015-04-11 19:00:00,0.0,10.102,0.0,4.327
2015-04-11 20:00:00,0.0,8.669,0.0,4.062
2015-04-11 21:00:00,0.0,7.8,0.0,4.033
2015-04-11 22:00:00,0.0,7.102,0.0,4.259
2015-04-11 23:00:00,0.0,6.495,0.0,4.598
2015-04-12 00:00:00,0.0,5.957,0.0,2.783
2015-04-12 01:00:00,0.0,5.458,0.0,2.741
2015-04-12 02:00:00,0.0,4.918,0.0,2.595
2015-04-12 03:00:00,0.0,4.402,0.0,2.394
2015-04-12 04:00:00,0.0,4.039,0.0,2.371
2015-04-12 05:00:00,0.0,3.802,0.0,2.366
2015-04-12 06:00:00,0.082,3.947,0.0,2.388
2015-04-12 07:00:00,1.323,5.662,0.0,2.541
2015-04-12 08:00:00,2.622,6.865,0.02,2.987
2015-04-12 09:00:00,3.489,8.426,0.286,3.952
2015-04-12 10:00:00,3.841,10.28,0.247,5.266
2015-04-12 11:00:00,3.992,11.889,0.237,6.028
2015-04-12 12:00:00,3.381,12.667,0.288,6.561
2015-04-12 13:00:00,3.557,13.407,0.369,7.049
2015-04-12 14:00:00,3.336,14.041,0.268,7.306
2015-04-12 15:00:00,2.561,14.422,0.326,6.649
2015-04-12 16:00:00,1.212,13.822,0.0,5.053
2015-04-12 17:00:00,0.559,12.875,0.0,4.678
2015-04-12 18:00:00,0.442,12.173,0.0,4.299
2015-04-12 19:00:00,0.0,10.675,0.0,4.147
2015-04-12 20:00:00,0.0,10.185,0.0,3.915
2015-04-12 21:00:00,0.0,10.181,0.0,3.692
2015-04-12 22:00:00,0.0,10.301,0.0,3.608
2015-04-12 23:00:00,0.0,10.341,0.0,3.462
2015-05-01 00:00:00,0.0,3.253,0.0,-0.014
2015-05-01 01:00:00,0.0,3.257,0.0,0.416
2015-05-01 02:00:00,0.0,3.25,0.0,0.809
2015-05-01 03:00:00,0.0,3.246,0.0,1.021
2015-05-01 04:00:00,0.0,3.222,0.0,1.092
2015-05-01 05:00:00,0.0,3.15,0.0,1.12
2015-05-01 06:00:00,0.324,4.049,0.0,0.75
2015-05-01 07:00:00,2.001,6.17,0.0,0.565
2015-05-01 08:00:00,4.317,7.777,0.0,0.514
2015-05-01 09:00:00,6.24,9.982,0.098,0.563
2015-05-01 10:00:00,7.556,12.044,0.242,0.849
2015-05-01 11:00:00,8.386,13.482,0.259,1.195
2015-05-01 12:00:00,8.795,14.658,0.237,1.498
2015-05-01 13:00:00,8.697,15.336,0.194,1.78
2015-05-01 14:00:00,8.095,15.567,0.099,2.004
2015-05-01 15:00:00,6.984,15.522,0.0,2.127
2015-05-01 16:00:00,5.431,15.447,0.0,2.245
2015-05-01 17:00:00,3.19,15.161,0.0,2.273
2015-05-01 18:00:00,0.936,14.104,0.0,2.106
2015-05-01 19:00:00,0.046,12.531,0.0,1.871
2015-05-01 20:00:00,0.0,11.728,0.0,1.711
2015-05-01 21:00:00,0.0,11.363,0.0,1.493
2015-05-01 22:00:00,0.0,11.342,0.0,1.335
2015-05-01 23:00:00,0.0,11.363,0.0,1.246
2015-05-02 00:00:00,0.0,11.247,0.0,-3.564
2015-05-02 01:00:00,0.0,10.943,0.0,-3.479
2015-05-02 02:00:00,0.0,10.407,0.0,-3.414
2015-05-02 03:00:00,0.0,9.883,0.0,-3.442
2015-05-02 04:00:00,0.0,9.495,0.0,-3.576
2015-05-02 05:00:00,0.0,9.199,0.0,-3.774
2015-05-02 06:00:00,0.328,9.483,0.0,-3.958
2015-05-02 07:00:00,1.765,11.408,0.002,-4.023
2015-05-02 08:00:00,4.013,12.86,1.102,-3.526
2015-05-02 09:00:00,5.745,15.215,3.401,-1.942
2015-05-02 10:00:00,7.434,17.297,5.094,-0.422
2015-05-02 11:00:00,8.435,18.422,5.652,0.647
2015-05-02 12:00:00,8.834,19.28,5.501,0.952
2015-05-02 13:00:00,8.756,19.999,4.534,1.052
2015-05-02 14:00:00,8.113,20.56,3.006,0.946
2015-05-02 15:00:00,6.952,20.866,1.436,0.052
2015-05-02 16:00:00,5.284,20.896,0.114,-1.913
2015-05-02 17:00:00,3.246,20.541,0.0,-2.772
2015-05-02 18:00:00,1.198,19.385,0.0,-3.116
2015-05-02 19:00:00,0.119,16.829,0.0,-3.719
2015-05-02 20:00:00,0.0,15.257,0.0,-4.417
2015-05-02 21:00:00,0.0,14.391,0.0,-5.034
2015-05-02 22:00:00,0.0,13.591,0.0,-5.462
2015-05-02 23:00:00,0.0,12.958,0.0,-5.618
2015-05-03 00:00:00,0.0,12.514,0.0,2.098
2015-05-03 01:00:00,0.0,11.92,0.0,2.417
2015-05-03 02:00:00,0.0,11.106,0.0,2.698
2015-05-03 03:00:00,0.0,10.519,0.0,2.581
2015-05-03 04:00:00,0.0,10.16,0.0,2.545
2015-05-03 05:00:00,0.0,10.242,0.0,2.496
2015-05-03 06:00:00,0.289,10.887,0.0,2.092
2015-05-03 07:00:00,1.546,12.228,0.236,1.54
2015-05-03 08:00:00,3.603,14.34,1.929,1.454
2015-05-03 09:00:00,5.717,16.732,5.223,2.412
