time,CH_PV,CH_temp,P_PV,P_temp
2015-05-03 10:00:00,6.978,18.604,7.098,3.93
2015-05-03 11:00:00,7.754,19.829,7.794,5.349
2015-05-03 12:00:00,7.522,20.549,7.137,6.054
2015-05-03 13:00:00,6.982,20.989,6.207,6.3
2015-05-03 14:00:00,6.578,21.281,4.553,6.228
2015-05-03 15:00:00,5.754,21.295,2.494,5.891
2015-05-03 16:00:00,4.061,20.996,0.52,5.055
2015-05-03 17:00:00,2.128,20.475,0.017,3.486
2015-05-03 18:00:00,0.846,19.496,0.0,2.622
2015-05-03 19:00:00,0.056,17.887,0.0,2.072
2015-05-03 20:00:00,0.0,16.99,0.0,2.027
2015-05-03 21:00:00,0.0,16.293,0.0,1.847
2015-05-03 22:00:00,0.0,15.656,0.0,1.554
2015-05-03 23:00:00,0.0,15.118,0.0,1.142
2015-05-04 00:00:00,0.0,14.781,0.0,-0.719
2015-05-04 01:00:00,0.0,14.521,0.0,-0.977
2015-05-04 02:00:00,0.0,14.401,0.0,-1.18
2015-05-04 03:00:00,0.0,14.485,0.0,-1.616
2015-05-04 04:00:00,0.0,14.263,0.0,-2.03
2015-05-04 05:00:00,0.0,14.139,0.0,-2.129
2015-05-04 06:00:00,0.117,14.29,0.0,-1.746
2015-05-04 07:00:00,0.431,14.636,0.45,0.174
2015-05-04 08:00:00,1.141,15.327,1.744,1.612
2015-05-04 09:00:00,2.618,16.763,4.943,4.049
2015-05-04 10:00:00,4.856,18.052,6.021,6.109
2015-05-04 11:00:00,6.333,18.253,5.225,6.856
2015-05-04 12:00:00,6.963,18.051,5.604,7.507
2015-05-04 13:00:00,6.283,17.53,6.3,8.252
2015-05-04 14:00:00,5.729,17.041,6.16,8.776
2015-05-04 15:00:00,4.606,16.532,5.479,9.045
2015-05-04 16:00:00,3.402,15.807,4.327,9.029
2015-05-04 17:00:00,2.171,14.691,2.469,8.561
2015-05-04 18:00:00,0.909,12.937,0.914,7.28
2015-05-04 19:00:00,0.088,11.146,0.037,4.618
2015-05-04 20:00:00,0.0,10.014,0.0,2.938
2015-05-04 21:00:00,0.0,9.411,0.0,1.945
2015-05-04 22:00:00,0.0,9.116,0.0,0.925
2015-05-04 23:00:00,0.0,9.016,0.0,0.107
2015-05-05 00:00:00,0.0,9.185,0.0,13.092
2015-05-05 01:00:00,0.0,9.489,0.0,12.792
2015-05-05 02:00:00,0.0,9.649,0.0,12.58
2015-05-05 03:00:00,0.0,9.667,0.0,12.482
2015-05-05 04:00:00,0.0,9.569,0.0,12.321
2015-05-05 05:00:00,0.0,9.476,0.0,12.171
2015-05-05 06:00:00,0.022,9.37,0.096,12.574
2015-05-05 07:00:00,0.243,9.575,0.36,13.08
2015-05-05 08:00:00,1.068,10.19,0.703,13.611
2015-05-05 09:00:00,2.018,11.071,2.251,15.362
2015-05-05 10:00:00,3.233,11.922,4.815,18.271
2015-05-05 11:00:00,4.528,12.74,5.543,20.627
2015-05-05 12:00:00,4.225,13.146,3.611,21.414
2015-05-05 13:00:00,3.339,13.064,2.07,21.042
2015-05-05 14:00:00,3.28,12.957,1.579,20.463
2015-05-05 15:00:00,3.106,12.878,1.536,20.079
2015-05-05 16:00:00,1.55,12.414,2.5,20.609
2015-05-05 17:00:00,0.92,11.663,2.303,21.027
2015-05-05 18:00:00,0.43,10.961,0.952,20.394
2015-05-05 19:00:00,0.038,10.425,0.281,19.322
2015-05-05 20:00:00,0.0,10.119,0.004,18.013
2015-05-05 21:00:00,0.0,10.087,0.0,16.559
2015-05-05 22:00:00,0.0,10.126,0.0,15.082
2015-05-05 23:00:00,0.0,10.151,0.0,13.992
2015-05-06 00:00:00,0.0,10.109,0.0,11.524
2015-05-06 01:00:00,0.0,10.039,0.0,10.85
2015-05-06 02:00:00,0.0,9.975,0.0,10.269
2015-05-06 03:00:00,0.0,9.89,0.0,9.71
2015-05-06 04:00:00,0.0,9.77,0.0,9.155
2015-05-06 05:00:00,0.0,9.676,0.132,9.1
2015-05-06 06:00:00,0.369,10.164,0.404,10.352
2015-05-06 07:00:00,1.541,11.004,1.869,12.806
2015-05-06 08:00:00,2.517,12.119,3.749,15.883
2015-05-06 09:00:00,3.062,13.494,5.403,19.125
2015-05-06 10:00:00,3.855,15.073,6.665,21.635
2015-05-06 11:00:00,4.276,17.112,7.528,23.336
2015-05-06 12:00:00,6.553,19.512,7.946,24.754
2015-05-06 13:00:00,7.396,21.608,7.949,25.949
2015-05-06 14:00:00,6.887,23.008,7.535,26.881
2015-05-06 15:00:00,5.569,23.262,6.731,27.481
2015-05-06 16:00:00,3.501,22.25,5.529,27.683
2015-05-06 17:00:00,2.143,20.154,3.963,27.445
2015-05-06 18:00:00,1.037,18.206,2.176,26.794
2015-05-06 19:00:00,0.127,16.373,0.558,25.038
2015-05-06 20:00:00,0.0,15.308,0.225,21.461
2015-05-06 21:00:00,0.0,15.082,0.0,18.931
2015-05-06 22:00:00,0.0,15.017,0.0,18.143
2015-05-06 23:00:00,0.0,15.086,0.0,17.464
2015-05-07 00:00:00,0.0,14.933,0.0,24.392
2015-05-07 01:00:00,0.0,14.398,0.0,23.666
2015-05-07 02:00:00,0.0,13.875,0.0,23.033
2015-05-07 03:00:00,0.0,13.394,0.0,22.553
2015-05-07 04:00:00,0.0,13.076,0.0,22.112
2015-05-07 05:00:00,0.0,12.953,0.107,21.966
2015-05-07 06:00:00,0.391,14.02,0.586,22.831
2015-05-07 07:00:00,1.807,15.68,1.586,23.887
2015-05-07 08:00:00,3.574,17.433,3.081,27.014
2015-05-07 09:00:00,5.457,19.784,4.548,29.552
2015-05-07 10:00:00,6.867,21.409,5.756,31.241
2015-05-07 11:00:00,7.92,22.063,6.458,32.474
2015-05-07 12:00:00,8.308,22.468,6.994,33.449
2015-05-07 13:00:00,8.18,22.682,7.034,34.183
2015-05-07 14:00:00,7.696,22.768,6.766,34.709
2015-05-07 15:00:00,6.393,22.659,6.027,34.855
2015-05-07 16:00:00,4.821,22.418,4.916,34.731
2015-05-07 17:00:00,2.871,21.83,3.532,34.356
2015-05-07 18:00:00,1.095,20.757,2.033,33.654
2015-05-07 19:00:00,0.126,19.412,0.758,32.534
2015-05-07 20:00:00,0.0,18.534,0.243,29.635
2015-05-07 21:00:00,0.0,18.105,0.0,27.133
2015-05-07 22:00:00,0.0,17.605,0.0,25.954
2015-05-07 23:00:00,0.0,17.123,0.0,24.966
2015-05-08 00:00:00,0.0,16.807,0.0,18.82
2015-05-08 01:00:00,0.0,16.535,0.0,18.267
2015-05-08 02:00:00,0.0,16.206,0.0,17.68
2015-05-08 03:00:00,0.0,16.004,0.0,17.029
2015-05-08 04:00:00,0.0,15.916,0.0,16.317
2015-05-08 05:00:00,0.0,15.896,0.0,15.548
2015-05-08 06:00:00,0.168,16.3,0.332,15.365
2015-05-08 07:00:00,0.726,16.871,1.367,16.197
2015-05-08 08:00:00,1.467,17.489,3.192,17.859
2015-05-08 09:00:00,2.202,18.383,5.048,19.653
2015-05-08 10:00:00,2.575,19.446,6.502,21.336
2015-05-08 11:00:00,2.778,20.37,7.442,22.737
2015-05-08 12:00:00,2.942,21.169,7.917,23.755
2015-05-08 13:00:00,2.769,21.812,7.953,24.518
2015-05-08 14:00:00,2.379,22.235,7.53,25.029
2015-05-08 15:00:00,1.948,22.36,6.678,25.283
2015-05-08 16:00:00,1.352,21.813,5.427,25.241
2015-05-08 17:00:00,0.811,21.031,3.798,24.911
2015-05-08 18:00:00,0.329,20.349,1.968,24.26
2015-05-08 19:00:00,0.017,19.482,0.443,23.059
2015-05-08 20:00:00,0.0,18.515,0.034,20.525
2015-05-08 21:00:00,0.0,17.924,0.0,18.495
2015-05-08 22:00:00,0.0,17.5,0.0,17.312
2015-05-08 23:00:00,0.0,17.02,0.0,16.715
2015-05-09 00:00:00,0.0,16.486,0.0,10.967
2015-05-09 01:00:00,0.0,16.031,0.0,10.436
2015-05-09 02:00:00,0.0,15.719,0.0,9.988
2015-05-09 03:00:00,0.0,15.494,0.0,9.589
2015-05-09 04:00:00,0.0,15.27,0.0,9.234
2015-05-09 05:00:00,0.0,15.201,0.0,8.96
2015-05-09 06:00:00,0.346,15.589,0.001,9.4
2015-05-09 07:00:00,1.496,16.109,0.364,10.582
2015-05-09 08:00:00,2.756,15.293,1.259,12.073
2015-05-09 09:00:00,3.926,13.864,3.836,13.963
2015-05-09 10:00:00,4.856,12.77,5.867,15.665
2015-05-09 11:00:00,5.277,12.411,6.792,16.782
2015-05-09 12:00:00,5.176,12.244,7.01,17.446
2015-05-09 13:00:00,4.414,11.991,6.726,17.73
2015-05-09 14:00:00,3.763,11.72,5.739,17.781
2015-05-09 15:00:00,2.787,11.259,3.447,17.288
2015-05-09 16:00:00,1.532,10.447,2.134,16.465
2015-05-09 17:00:00,0.951,9.474,0.956,15.44
2015-05-09 18:00:00,0.417,8.584,0.658,14.514
2015-05-09 19:00:00,0.037,7.835,0.06,13.216
2015-05-09 20:00:00,0.0,7.402,0.0,12.039
2015-05-09 21:00:00,0.0,7.313,0.0,11.203
2015-05-09 22:00:00,0.0,7.313,0.0,10.435
2015-05-09 23:00:00,0.0,7.238,0.0,9.853
2015-05-10 00:00:00,0.0,7.165,0.0,9.976
2015-05-10 01:00:00,0.0,7.141,0.0,9.464
2015-05-10 02:00:00,0.0,7.175,0.0,8.921
2015-05-10 03:00:00,0.0,7.302,0.0,8.356
2015-05-10 04:00:00,0.0,7.333,0.0,7.886
2015-05-10 05:00:00,0.0,7.373,0.0,7.688
2015-05-10 06:00:00,0.106,7.55,0.0,7.666
2015-05-10 07:00:00,0.444,7.97,0.015,7.822
2015-05-10 08:00:00,0.786,8.572,1.078,8.891
2015-05-10 09:00:00,1.357,9.321,3.102,10.48
2015-05-10 10:00:00,2.326,10.07,4.92,13.741
2015-05-10 11:00:00,4.157,11.082,5.893,16.116
2015-05-10 12:00:00,5.255,12.178,6.552,17.283
2015-05-10 13:00:00,5.789,13.196,6.759,18.38
2015-05-10 14:00:00,5.013,13.752,6.323,19.303
2015-05-10 15:00:00,3.872,13.718,5.023,19.472
2015-05-10 16:00:00,3.106,13.537,3.344,19.099
2015-05-10 17:00:00,2.092,13.069,1.519,17.584
2015-05-10 18:00:00,0.885,12.084,0.134,14.255
2015-05-10 19:00:00,0.076,10.728,0.0,12.712
2015-05-10 20:00:00,0.0,9.781,0.0,12.947
2015-05-10 21:00:00,0.0,9.388,0.0,12.782
2015-05-10 22:00:00,0.0,9.353,0.0,12.173
2015-05-10 23:00:00,0.0,9.609,0.0,11.476
2015-05-11 00:00:00,0.0,10.265,0.0,4.952
2015-05-11 01:00:00,0.0,11.343,0.0,5.31
2015-05-11 02:00:00,0.0,13.046,0.0,5.534
2015-05-11 03:00:00,0.0,14.892,0.0,5.583
2015-05-11 04:00:00,0.0,15.246,0.0,5.508
2015-05-11 05:00:00,0.0,15.195,0.0,5.432
2015-05-11 06:00:00,0.3,15.107,0.0,5.496
2015-05-11 07:00:00,0.745,15.351,0.0,5.626
2015-05-11 08:00:00,0.908,15.587,0.15,6.169
2015-05-11 09:00:00,1.412,15.968,0.51,7.222
2015-05-11 10:00:00,2.434,16.547,1.618,8.697
2015-05-11 11:00:00,2.83,17.152,4.431,10.392
2015-05-11 12:00:00,4.611,17.651,5.408,12.307
2015-05-11 13:00:00,3.861,17.177,5.03,13.511
2015-05-11 14:00:00,3.121,16.596,4.012,14.009
2015-05-11 15:00:00,4.5,16.337,2.287,13.073
2015-05-11 16:00:00,1.719,15.166,0.237,11.356
2015-05-11 17:00:00,2.951,14.971,0.0,9.739
2015-05-11 18:00:00,1.51,14.46,0.0,8.348
2015-05-11 19:00:00,0.193,13.358,0.0,7.375
2015-05-11 20:00:00,0.0,12.215,0.0,6.988
2015-05-11 21:00:00,0.0,11.362,0.0,6.781
2015-05-11 22:00:00,0.0,10.391,0.0,6.48
2015-05-11 23:00:00,0.0,9.606,0.0,6.267
2015-05-12 00:00:00,0.0,9.004,0.0,3.243
2015-05-12 01:00:00,0.0,8.739,0.0,2.978
2015-05-12 02:00:00,0.0,8.494,0.0,3.015
2015-05-12 03:00:00,0.0,8.145,0.0,2.913
2015-05-12 04:00:00,0.0,7.906,0.0,2.952
2015-05-12 05:00:00,0.0,7.674,0.0,2.924
2015-05-12 06:00:00,0.51,7.709,0.0,2.825
2015-05-12 07:00:00,1.909,8.307,0.0,2.726
2015-05-12 08:00:00,3.29,8.899,0.028,2.761
2015-05-12 09:00:00,4.27,9.57,1.133,3.198
2015-05-12 10:00:00,4.525,10.08,2.193,3.842
2015-05-12 11:00:00,3.9,10.376,0.914,4.546
2015-05-12 12:00:00,4.113,10.878,1.673,5.498
2015-05-12 13:00:00,5.259,11.614,1.597,6.168
2015-05-12 14:00:00,6.276,12.347,1.194,6.115
2015-05-12 15:00:00,5.909,12.827,0.766,5.463
2015-05-12 16:00:00,4.417,12.851,0.0,4.659
2015-05-12 17:00:00,3.382,12.542,0.0,3.99
2015-05-12 18:00:00,1.454,11.745,0.0,3.664
2015-05-12 19:00:00,0.244,10.197,0.0,3.622
2015-05-12 20:00:00,0.0,8.438,0.0,3.798
2015-05-12 21:00:00,0.0,7.662,0.0,4.009
2015-05-12 22:00:00,0.0,7.021,0.0,3.773
2015-05-12 23:00:00,0.0,6.593,0.0,3.557
2015-06-01 00:00:00,0.0,8.157,0.0,1.24
2015-06-01 01:00:00,0.0,8.145,0.0,1.309
2015-06-01 02:00:00,0.0,7.962,0.0,1.33
2015-06-01 03:00:00,0.0,7.656,0.0,1.214
2015-06-01 04:00:00,0.0,7.346,0.0,0.982
2015-06-01 05:00:00,0.015,7.075,0.0,0.756
2015-06-01 06:00:00,0.646,7.91,0.0,0.701
2015-06-01 07:00:00,2.216,8.83,0.0,0.491
2015-06-01 08:00:00,4.368,9.795,0.034,0.357
2015-06-01 09:00:00,6.242,10.703,0.593,0.95
2015-06-01 10:00:00,7.711,11.476,1.486,1.34
2015-06-01 11:00:00,8.711,12.095,2.274,1.942
2015-06-01 12:00:00,9.154,12.561,2.658,2.412
2015-06-01 13:00:00,9.06,12.951,2.545,2.594
2015-06-01 14:00:00,8.449,13.319,1.71,2.243
2015-06-01 15:00:00,7.331,13.454,0.39,0.998
2015-06-01 16:00:00,5.711,13.343,0.0,-0.375
2015-06-01 17:00:00,3.697,12.991,0.0,-0.877
2015-06-01 18:00:00,1.566,12.298,0.0,-1.356
2015-06-01 19:00:00,0.398,10.922,0.0,-1.651
2015-06-01 20:00:00,0.0,8.881,0.0,-1.803
2015-06-01 21:00:00,0.0,8.121,0.0,-1.839
2015-06-01 22:00:00,0.0,7.721,0.0,-1.798
2015-06-01 23:00:00,0.0,7.538,0.0,-1.764
2015-06-02 00:00:00,0.0,7.464,0.0,-5.502
2015-06-02 01:00:00,0.0,7.451,0.0,-5.269
2015-06-02 02:00:00,0.0,7.578,0.0,-5.268
2015-06-02 03:00:00,0.0,7.845,0.0,-5.376
2015-06-02 04:00:00,0.0,7.995,0.0,-5.57
2015-06-02 05:00:00,0.023,8.387,0.0,-5.767
2015-06-02 06:00:00,0.55,9.435,0.0,-5.968
2015-06-02 07:00:00,2.261,10.702,0.002,-6.034
2015-06-02 08:00:00,4.39,12.972,0.768,-5.317
2015-06-02 09:00:00,6.229,15.453,2.217,-4.446
2015-06-02 10:00:00,7.638,16.477,4.139,-3.571
2015-06-02 11:00:00,8.556,16.842,5.493,-2.58
2015-06-02 12:00:00,8.97,17.062,6.829,-1.401
2015-06-02 13:00:00,8.876,17.258,6.152,-0.78
2015-06-02 14:00:00,8.278,17.408,4.638,-0.77
2015-06-02 15:00:00,7.174,17.446,2.356,-1.656
2015-06-02 16:00:00,5.57,17.31,0.28,-3.948
2015-06-02 17:00:00,3.582,17.016,0.0,-5.458
2015-06-02 18:00:00,1.524,16.318,0.0,-6.054
2015-06-02 19:00:00,0.415,14.619,0.0,-6.438
2015-06-02 20:00:00,0.0,12.573,0.0,-6.423
2015-06-02 21:00:00,0.0,11.854,0.0,-6.165
2015-06-02 22:00:00,0.0,11.444,0.0,-5.946
2015-06-02 23:00:00,0.0,11.22,0.0,-6.022
2015-06-03 00:00:00,0.0,11.111,0.0,0.62
2015-06-03 01:00:00,0.0,10.921,0.0,-0.095
2015-06-03 02:00:00,0.0,10.492,0.0,-0.578
2015-06-03 03:00:00,0.0,9.979,0.0,-0.345
2015-06-03 04:00:00,0.0,9.612,0.0,0.158
2015-06-03 05:00:00,0.025,9.524,0.0,0.359
2015-06-03 06:00:00,0.605,11.111,0.0,0.576
2015-06-03 07:00:00,2.212,12.502,0.182,1.179
2015-06-03 08:00:00,4.249,14.674,0.965,2.495
2015-06-03 09:00:00,6.052,16.798,2.352,4.274
2015-06-03 10:00:00,7.43,18.056,3.506,5.961
2015-06-03 11:00:00,8.317,19.137,5.981,7.232
2015-06-03 12:00:00,8.688,20.068,5.789,7.962
2015-06-03 13:00:00,8.551,20.744,2.799,7.801
2015-06-03 14:00:00,7.964,21.128,1.705,7.61
2015-06-03 15:00:00,6.91,21.124,1.267,7.429
2015-06-03 16:00:00,5.394,20.826,0.554,6.506
2015-06-03 17:00:00,3.492,20.566,0.026,4.645
2015-06-03 18:00:00,1.514,20.051,0.0,3.884
2015-06-03 19:00:00,0.465,18.496,0.0,3.79
2015-06-03 20:00:00,0.0,16.429,0.0,3.758
2015-06-03 21:00:00,0.0,15.661,0.0,3.298
2015-06-03 22:00:00,0.0,15.052,0.0,2.425
2015-06-03 23:00:00,0.0,14.47,0.0,1.976
2015-06-04 00:00:00,0.0,14.002,0.0,-0.583
2015-06-04 01:00:00,0.0,13.611,0.0,-1.142
2015-06-04 02:00:00,0.0,13.235,0.0,-1.681
2015-06-04 03:00:00,0.0,12.876,0.0,-1.995
2015-06-04 04:00:00,0.0,12.62,0.0,-1.795
2015-06-04 05:00:00,0.026,12.739,0.0,-1.777
2015-06-04 06:00:00,0.439,13.719,0.0,-1.05
2015-06-04 07:00:00,1.129,14.577,0.404,0.141
2015-06-04 08:00:00,2.533,16.009,1.673,1.759
2015-06-04 09:00:00,3.995,17.972,4.883,4.162
2015-06-04 10:00:00,5.554,19.369,5.992,5.899
2015-06-04 11:00:00,6.522,20.296,6.049,6.652
2015-06-04 12:00:00,7.006,21.176,6.141,7.134
2015-06-04 13:00:00,6.724,22.046,5.903,7.291
2015-06-04 14:00:00,6.359,22.975,5.895,7.546
2015-06-04 15:00:00,5.63,23.75,5.689,7.81
2015-06-04 16:00:00,4.324,24.078,4.588,7.88
2015-06-04 17:00:00,2.809,23.997,2.965,7.604
2015-06-04 18:00:00,1.347,23.628,1.057,6.684
2015-06-04 19:00:00,0.405,22.53,0.045,4.176
2015-06-04 20:00:00,0.0,21.221,0.0,2.794
2015-06-04 21:00:00,0.0,20.591,0.0,2.067
2015-06-04 22:00:00,0.0,20.026,0.0,1.255
2015-06-04 23:00:00,0.0,19.37,0.0,0.384
2015-06-05 00:00:00,0.0,18.557,0.0,12.917
2015-06-05 01:00:00,0.0,17.473,0.0,11.485
2015-06-05 02:00:00,0.0,16.194,0.0,9.859
2015-06-05 03:00:00,0.0,14.916,0.0,8.574
2015-06-05 04:00:00,0.0,13.439,0.0,7.843
2015-06-05 05:00:00,0.028,12.294,0.0,7.38
2015-06-05 06:00:00,0.515,12.042,0.327,8.66
2015-06-05 07:00:00,0.925,12.208,1.49,10.952
2015-06-05 08:00:00,2.178,12.684,3.605,13.079
2015-06-05 09:00:00,4.308,13.619,5.31,15.109
2015-06-05 10:00:00,6.571,14.545,6.158,16.43
2015-06-05 11:00:00,7.959,15.091,6.603,17.335
2015-06-05 12:00:00,8.439,15.358,3.307,16.938
2015-06-05 13:00:00,8.21,15.391,2.095,16.463
2015-06-05 14:00:00,7.221,15.018,2.407,16.64
2015-06-05 15:00:00,6.01,14.554,4.33,17.543
2015-06-05 16:00:00,5.068,14.314,5.42,18.347
2015-06-05 17:00:00,3.213,13.678,3.836,18.381
2015-06-05 18:00:00,1.547,12.599,1.73,17.615
2015-06-05 19:00:00,0.441,11.323,0.473,15.864
2015-06-05 20:00:00,0.0,10.245,0.025,13.249
2015-06-05 21:00:00,0.0,9.808,0.0,11.785
2015-06-05 22:00:00,0.0,9.704,0.0,10.938
2015-06-05 23:00:00,0.0,9.727,0.0,10.207
2015-06-06 00:00:00,0.0,9.734,0.0,16.75
2015-06-06 01:00:00,0.0,9.868,0.0,16.089
2015-06-06 02:00:00,0.0,10.017,0.0,15.381
2015-06-06 03:00:00,0.0,10.227,0.0,14.717
2015-06-06 04:00:00,0.0,10.474,0.0,14.266
2015-06-06 05:00:00,0.027,10.594,0.139,14.12
2015-06-06 06:00:00,0.651,11.683,0.656,15.005
2015-06-06 07:00:00,2.215,13.081,1.729,16.942
2015-06-06 08:00:00,4.257,14.449,3.152,19.926
2015-06-06 09:00:00,6.046,15.511,4.098,22.855
2015-06-06 10:00:00,7.373,16.583,4.844,24.945
2015-06-06 11:00:00,8.29,17.403,5.375,26.397
2015-06-06 12:00:00,8.686,17.846,5.047,27.048
2015-06-06 13:00:00,8.573,18.084,4.327,26.992
2015-06-06 14:00:00,7.967,18.191,3.594,26.521
2015-06-06 15:00:00,6.865,18.133,2.774,25.764
2015-06-06 16:00:00,5.31,17.803,2.362,25.201
2015-06-06 17:00:00,3.428,17.34,1.86,24.71
2015-06-06 18:00:00,1.562,16.757,1.143,23.933
2015-06-06 19:00:00,0.538,15.433,0.527,22.684
2015-06-06 20:00:00,0.0,13.775,0.134,20.969
2015-06-06 21:00:00,0.0,13.157,0.0,19.133
2015-06-06 22:00:00,0.0,13.069,0.0,17.606
2015-06-06 23:00:00,0.0,13.354,0.0,16.238
2015-06-07 00:00:00,0.0,14.044,0.0,23.9
2015-06-07 01:00:00,0.0,14.473,0.0,22.875
2015-06-07 02:00:00,0.0,14.523,0.0,22.088
2015-06-07 03:00:00,0.0,14.47,0.0,20.679
2015-06-07 04:00:00,0.0,14.33,0.0,19.133
2015-06-07 05:00:00,0.0,14.698,0.058,17.894
2015-06-07 06:00:00,0.185,15.117,0.55,16.767
2015-06-07 07:00:00,0.917,15.769,1.53,16.611
2015-06-07 08:00:00,1.784,16.918,2.837,17.754
2015-06-07 09:00:00,2.993,18.598,4.684,19.632
2015-06-07 10:00:00,2.391,19.542,6.346,21.446
2015-06-07 11:00:00,3.309,20.455,7.436,22.887
2015-06-07 12:00:00,3.814,21.571,7.905,23.936
2015-06-07 13:00:00,3.072,22.154,7.93,24.625
2015-06-07 14:00:00,2.472,22.223,7.445,24.959
2015-06-07 15:00:00,2.187,22.085,6.605,25.007
2015-06-07 16:00:00,1.833,22.072,5.426,24.784
2015-06-07 17:00:00,1.043,21.885,3.887,24.305
2015-06-07 18:00:00,0.721,21.597,2.225,23.587
2015-06-07 19:00:00,0.246,21.121,0.756,22.624
2015-06-07 20:00:00,0.0,20.57,0.256,20.845
2015-06-07 21:00:00,0.0,20.374,0.0,18.433
2015-06-07 22:00:00,0.0,19.987,0.0,17.626
2015-06-07 23:00:00,0.0,19.038,0.0,17.217
2015-06-08 00:00:00,0.0,18.349,0.0,16.396
2015-06-08 01:00:00,0.0,17.89,0.0,15.84
2015-06-08 02:00:00,0.0,16.637,0.0,15.318
2015-06-08 03:00:00,0.0,15.785,0.0,15.031
2015-06-08 04:00:00,0.0,15.389,0.0,14.897
2015-06-08 05:00:00,0.0,15.088,0.0,14.745
2015-06-08 06:00:00,0.702,15.625,0.306,16.471
2015-06-08 07:00:00,2.135,16.594,1.358,18.368
2015-06-08 08:00:00,3.701,18.318,3.152,21.147
2015-06-08 09:00:00,5.431,20.198,4.808,24.232
2015-06-08 10:00:00,7.12,21.605,6.108,27.059
2015-06-08 11:00:00,7.9,22.555,6.803,29.298
2015-06-08 12:00:00,8.05,23.164,6.641,30.454
2015-06-08 13:00:00,7.691,23.508,6.342,31.151
2015-06-08 14:00:00,6.854,23.519,5.89,31.57
2015-06-08 15:00:00,5.221,23.092,6.15,32.104
2015-06-08 16:00:00,3.4,22.369,5.125,32.116
2015-06-08 17:00:00,2.336,21.608,3.583,31.726
2015-06-08 18:00:00,1.009,20.507,1.85,30.948
2015-06-08 19:00:00,0.306,19.357,0.451,28.752
2015-06-08 20:00:00,0.0,17.949,0.021,26.989
2015-06-08 21:00:00,0.0,17.278,0.0,25.772
2015-06-08 22:00:00,0.0,16.784,0.0,24.453
2015-06-08 23:00:00,0.0,16.176,0.0,23.069
2015-06-09 00:00:00,0.0,15.572,0.0,9.471
2015-06-09 01:00:00,0.0,15.09,0.0,9.134
2015-06-09 02:00:00,0.0,14.687,0.0,8.954
2015-06-09 03:00:00,0.0,14.305,0.0,9.183
2015-06-09 04:00:00,0.0,13.972,0.0,9.522
2015-06-09 05:00:00,0.026,13.774,0.0,9.707
2015-06-09 06:00:00,0.667,14.839,0.0,9.796
2015-06-09 07:00:00,1.974,15.782,0.188,10.063
2015-06-09 08:00:00,3.643,17.336,0.888,10.722
2015-06-09 09:00:00,5.221,19.958,2.513,11.993
2015-06-09 10:00:00,6.477,21.909,3.245,13.306
2015-06-09 11:00:00,7.361,23.025,2.683,14.043
2015-06-09 12:00:00,7.802,24.017,2.15,14.421
2015-06-09 13:00:00,7.129,24.819,2.405,14.958
2015-06-09 14:00:00,6.675,25.377,3.356,15.809
2015-06-09 15:00:00,5.747,25.565,4.133,16.41
2015-06-09 16:00:00,4.826,25.612,3.005,16.301
2015-06-09 17:00:00,3.214,25.292,1.474,15.688
2015-06-09 18:00:00,1.544,24.47,0.61,14.819
2015-06-09 19:00:00,0.482,22.44,0.03,13.656
2015-06-09 20:00:00,0.0,20.848,0.0,12.606
2015-06-09 21:00:00,0.0,20.4,0.0,11.722
2015-06-09 22:00:00,0.0,20.039,0.0,11.038
2015-06-09 23:00:00,0.0,19.644,0.0,10.504
2015-06-10 00:00:00,0.0,19.272,0.0,10.726
2015-06-10 01:00:00,0.0,19.145,0.0,10.188
2015-06-10 02:00:00,0.0,19.052,0.0,9.9
2015-06-10 03:00:00,0.0,18.722,0.0,9.638
2015-06-10 04:00:00,0.0,18.689,0.0,9.275
2015-06-10 05:00:00,0.0,18.768,0.0,9.035
2015-06-10 06:00:00,0.14,18.949,0.0,8.927
2015-06-10 07:00:00,0.525,19.264,0.0,8.898
2015-06-10 08:00:00,1.992,19.942,0.211,9.455
2015-06-10 09:00:00,2.474,20.976,0.609,10.435
2015-06-10 10:00:00,5.344,22.823,1.08,11.83
2015-06-10 11:00:00,7.111,24.543,1.539,13.353
2015-06-10 12:00:00,7.671,25.917,1.69,14.636
2015-06-10 13:00:00,7.366,26.894,1.453,15.363
2015-06-10 14:00:00,6.721,27.433,1.355,15.7
2015-06-10 15:00:00,5.531,27.279,1.297,15.946
2015-06-10 16:00:00,3.78,25.723,0.9,15.82
2015-06-10 17:00:00,1.723,22.658,0.386,15.206
2015-06-10 18:00:00,0.977,20.041,0.024,14.234
2015-06-10 19:00:00,0.467,18.156,0.0,13.624
2015-06-10 20:00:00,0.0,17.023,0.0,13.204
2015-06-10 21:00:00,0.0,16.52,0.0,12.773
2015-06-10 22:00:00,0.0,16.327,0.0,12.373
2015-06-10 23:00:00,0.0,16.34,0.0,12.06
2015-06-11 00:00:00,0.0,16.352,0.0,6.593
2015-06-11 01:00:00,0.0,16.357,0.0,6.793
2015-06-11 02:00:00,0.0,16.528,0.0,6.911
2015-06-11 03:00:00,0.0,16.876,0.0,6.877
2015-06-11 04:00:00,0.0,17.117,0.0,6.839
2015-06-11 05:00:00,0.002,17.073,0.0,6.87
2015-06-11 06:00:00,0.111,16.844,0.0,6.856
2015-06-11 07:00:00,0.519,16.247,0.0,6.853
2015-06-11 08:00:00,2.128,16.381,0.436,7.988
2015-06-11 09:00:00,3.896,17.388,0.782,8.689
