# Renewables.ninja Solar PV (Point API) - 52.401; 13.059 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060;;;;;;;;;;;;;;;;;
# Units: time in UTC; local_time in Europe/Berlin; electricity in kW; irradiance_direct in kW/m²; irradiance_diffuse in kW/m²; temperature in ºC;;;;;;;;;;;;;
"# {""units"": {""time"": ""UTC""";" ""local_time"": ""Europe/Berlin""";" ""electricity"": ""kW""";" ""irradiance_direct"": ""kW/m\u00b2""";" ""irradiance_diffuse"": ""kW/m\u00b2""";" ""temperature"": ""\u00baC""}";" ""params"": {""local_time"": true";" ""header"": true";" ""lat"": ""52.4009309""";" ""lon"": ""13.0591397""";" ""date_from"": ""2015-01-01""";" ""date_to"": ""2015-12-31""";" ""dataset"": ""merra2""";" ""capacity"": ""10""";" ""system_loss"": ""0""";" ""tracking"": ""0""";" ""tilt"": ""35""";" ""azim"": ""180""";" ""raw"": true}}"
time;local_time;electricity;irradiance_direct;irradiance_diffuse;temperature;;;;;;;;;;;;;
1.1.2015 0:00;1.1.2015 1:00;0;0;0;1,574;;;;;;;;;;;;;
1.1.2015 1:00;1.1.2015 2:00;0;0;0;1,47;;;;;;;;;;;;;
1.1.2015 2:00;1.1.2015 3:00;0;0;0;1,294;;;;;;;;;;;;;
1.1.2015 3:00;1.1.2015 4:00;0;0;0;1,139;;;;;;;;;;;;;
1.1.2015 4:00;1.1.2015 5:00;0;0;0;0,949;;;;;;;;;;;;;
1.1.2015 5:00;1.1.2015 6:00;0;0;0;0,577;;;;;;;;;;;;;
1.1.2015 6:00;1.1.2015 7:00;0;0;0;0,361;;;;;;;;;;;;;
1.1.2015 7:00;1.1.2015 8:00;0,006;0,002;0,005;0,313;;;;;;;;;;;;;
1.1.2015 8:00;1.1.2015 9:00;0,323;0,01;0,033;0,611;;;;;;;;;;;;;
1.1.2015 9:00;1.1.2015 10:00;0,897;0,029;0,069;0,838;;;;;;;;;;;;;
1.1.2015 10:00;1.1.2015 11:00;1,896;0,091;0,099;1,138;;;;;;;;;;;;;
1.1.2015 11:00;1.1.2015 12:00;3,07;0,202;0,098;1,819;;;;;;;;;;;;;
1.1.2015 12:00;1.1.2015 13:00;3,919;0,309;0,075;2,202;;;;;;;;;;;;;
1.1.2015 13:00;1.1.2015 14:00;1,954;0,135;0,06;1,912;;;;;;;;;;;;;
1.1.2015 14:00;1.1.2015 15:00;0,183;0,013;0,015;1,316;;;;;;;;;;;;;
1.1.2015 15:00;1.1.2015 16:00;0;0;0;0,6;;;;;;;;;;;;;
1.1.2015 16:00;1.1.2015 17:00;0;0;0;0,639;;;;;;;;;;;;;
1.1.2015 17:00;1.1.2015 18:00;0;0;0;0,689;;;;;;;;;;;;;
1.1.2015 18:00;1.1.2015 19:00;0;0;0;0,766;;;;;;;;;;;;;
1.1.2015 19:00;1.1.2015 20:00;0;0;0;0,752;;;;;;;;;;;;;
1.1.2015 20:00;1.1.2015 21:00;0;0;0;0,71;;;;;;;;;;;;;
1.1.2015 21:00;1.1.2015 22:00;0;0;0;0,672;;;;;;;;;;;;;
1.1.2015 22:00;1.1.2015 23:00;0;0;0;0,562;;;;;;;;;;;;;
1.1.2015 23:00;2.1.2015 0:00;0;0;0;0,411;;;;;;;;;;;;;
2.1.2015 0:00;2.1.2015 1:00;0;0;0;0,336;;;;;;;;;;;;;
2.1.2015 1:00;2.1.2015 2:00;0;0;0;0,417;;;;;;;;;;;;;
2.1.2015 2:00;2.1.2015 3:00;0;0;0;0,844;;;;;;;;;;;;;
2.1.2015 3:00;2.1.2015 4:00;0;0;0;1,437;;;;;;;;;;;;;
2.1.2015 4:00;2.1.2015 5:00;0;0;0;1,518;;;;;;;;;;;;;
2.1.2015 5:00;2.1.2015 6:00;0;0;0;1,542;;;;;;;;;;;;;
2.1.2015 6:00;2.1.2015 7:00;0;0;0;1,586;;;;;;;;;;;;;
2.1.2015 7:00;2.1.2015 8:00;0;0;0,002;1,743;;;;;;;;;;;;;
2.1.2015 8:00;2.1.2015 9:00;0,097;0,001;0,017;2,138;;;;;;;;;;;;;
2.1.2015 9:00;2.1.2015 10:00;0,102;0,001;0,019;2,713;;;;;;;;;;;;;
2.1.2015 10:00;2.1.2015 11:00;0,495;0,006;0,055;3,696;;;;;;;;;;;;;
2.1.2015 11:00;2.1.2015 12:00;1,028;0,023;0,088;4,384;;;;;;;;;;;;;
2.1.2015 12:00;2.1.2015 13:00;1,14;0,037;0,085;4,887;;;;;;;;;;;;;
2.1.2015 13:00;2.1.2015 14:00;0,758;0,029;0,058;5,002;;;;;;;;;;;;;
2.1.2015 14:00;2.1.2015 15:00;0,14;0,008;0,016;4,436;;;;;;;;;;;;;
2.1.2015 15:00;2.1.2015 16:00;0;0;0;3,693;;;;;;;;;;;;;
2.1.2015 16:00;2.1.2015 17:00;0;0;0;3,193;;;;;;;;;;;;;
2.1.2015 17:00;2.1.2015 18:00;0;0;0;2,925;;;;;;;;;;;;;
2.1.2015 18:00;2.1.2015 19:00;0;0;0;2,769;;;;;;;;;;;;;
2.1.2015 19:00;2.1.2015 20:00;0;0;0;2,755;;;;;;;;;;;;;
2.1.2015 20:00;2.1.2015 21:00;0;0;0;2,724;;;;;;;;;;;;;
2.1.2015 21:00;2.1.2015 22:00;0;0;0;2,637;;;;;;;;;;;;;
2.1.2015 22:00;2.1.2015 23:00;0;0;0;2,495;;;;;;;;;;;;;
2.1.2015 23:00;3.1.2015 0:00;0;0;0;2,544;;;;;;;;;;;;;
3.1.2015 0:00;3.1.2015 1:00;0;0;0;2,626;;;;;;;;;;;;;
3.1.2015 1:00;3.1.2015 2:00;0;0;0;2,591;;;;;;;;;;;;;
3.1.2015 2:00;3.1.2015 3:00;0;0;0;2,388;;;;;;;;;;;;;
3.1.2015 3:00;3.1.2015 4:00;0;0;0;2,127;;;;;;;;;;;;;
3.1.2015 4:00;3.1.2015 5:00;0;0;0;1,572;;;;;;;;;;;;;
3.1.2015 5:00;3.1.2015 6:00;0;0;0;0,827;;;;;;;;;;;;;
3.1.2015 6:00;3.1.2015 7:00;0;0;0;0,381;;;;;;;;;;;;;
3.1.2015 7:00;3.1.2015 8:00;0,023;0,003;0,006;0,461;;;;;;;;;;;;;
3.1.2015 8:00;3.1.2015 9:00;0,363;0,01;0,037;0,932;;;;;;;;;;;;;
3.1.2015 9:00;3.1.2015 10:00;0,636;0,012;0,061;1,504;;;;;;;;;;;;;
3.1.2015 10:00;3.1.2015 11:00;0,67;0,01;0,067;1,924;;;;;;;;;;;;;
3.1.2015 11:00;3.1.2015 12:00;0,657;0,009;0,066;2,128;;;;;;;;;;;;;
3.1.2015 12:00;3.1.2015 13:00;0,647;0,011;0,064;2,214;;;;;;;;;;;;;
3.1.2015 13:00;3.1.2015 14:00;0,42;0,009;0,044;2,083;;;;;;;;;;;;;
3.1.2015 14:00;3.1.2015 15:00;0,042;0,002;0,01;1,642;;;;;;;;;;;;;
3.1.2015 15:00;3.1.2015 16:00;0;0;0;1,223;;;;;;;;;;;;;
3.1.2015 16:00;3.1.2015 17:00;0;0;0;1,003;;;;;;;;;;;;;
3.1.2015 17:00;3.1.2015 18:00;0;0;0;0,958;;;;;;;;;;;;;
3.1.2015 18:00;3.1.2015 19:00;0;0;0;1,133;;;;;;;;;;;;;
3.1.2015 19:00;3.1.2015 20:00;0;0;0;1,251;;;;;;;;;;;;;
3.1.2015 20:00;3.1.2015 21:00;0;0;0;1,347;;;;;;;;;;;;;
3.1.2015 21:00;3.1.2015 22:00;0;0;0;1,439;;;;;;;;;;;;;
3.1.2015 22:00;3.1.2015 23:00;0;0;0;1,478;;;;;;;;;;;;;
3.1.2015 23:00;4.1.2015 0:00;0;0;0;1,182;;;;;;;;;;;;;
4.1.2015 0:00;4.1.2015 1:00;0;0;0;0,987;;;;;;;;;;;;;
4.1.2015 1:00;4.1.2015 2:00;0;0;0;0,96;;;;;;;;;;;;;
4.1.2015 2:00;4.1.2015 3:00;0;0;0;1,266;;;;;;;;;;;;;
4.1.2015 3:00;4.1.2015 4:00;0;0;0;1,352;;;;;;;;;;;;;
4.1.2015 4:00;4.1.2015 5:00;0;0;0;1,489;;;;;;;;;;;;;
4.1.2015 5:00;4.1.2015 6:00;0;0;0;1,59;;;;;;;;;;;;;
4.1.2015 6:00;4.1.2015 7:00;0;0;0;1,322;;;;;;;;;;;;;
4.1.2015 7:00;4.1.2015 8:00;0,039;0,004;0,007;1,17;;;;;;;;;;;;;
4.1.2015 8:00;4.1.2015 9:00;0,35;0,01;0,036;1,49;;;;;;;;;;;;;
4.1.2015 9:00;4.1.2015 10:00;0,43;0,007;0,047;1,866;;;;;;;;;;;;;
4.1.2015 10:00;4.1.2015 11:00;0,503;0,007;0,054;2,216;;;;;;;;;;;;;
4.1.2015 11:00;4.1.2015 12:00;1,053;0,026;0,087;2,765;;;;;;;;;;;;;
4.1.2015 12:00;4.1.2015 13:00;1,589;0,071;0,091;3,313;;;;;;;;;;;;;
4.1.2015 13:00;4.1.2015 14:00;1,666;0,105;0,065;3,3;;;;;;;;;;;;;
4.1.2015 14:00;4.1.2015 15:00;0,439;0,034;0,021;2,436;;;;;;;;;;;;;
4.1.2015 15:00;4.1.2015 16:00;0;0;0;1,407;;;;;;;;;;;;;
4.1.2015 16:00;4.1.2015 17:00;0;0;0;0,857;;;;;;;;;;;;;
4.1.2015 17:00;4.1.2015 18:00;0;0;0;0,213;;;;;;;;;;;;;
4.1.2015 18:00;4.1.2015 19:00;0;0;0;-0,16;;;;;;;;;;;;;
4.1.2015 19:00;4.1.2015 20:00;0;0;0;-0,125;;;;;;;;;;;;;
4.1.2015 20:00;4.1.2015 21:00;0;0;0;-0,016;;;;;;;;;;;;;
4.1.2015 21:00;4.1.2015 22:00;0;0;0;-0,017;;;;;;;;;;;;;
4.1.2015 22:00;4.1.2015 23:00;0;0;0;-0,101;;;;;;;;;;;;;
4.1.2015 23:00;5.1.2015 0:00;0;0;0;-0,014;;;;;;;;;;;;;
5.1.2015 0:00;5.1.2015 1:00;0;0;0;0,416;;;;;;;;;;;;;
5.1.2015 1:00;5.1.2015 2:00;0;0;0;0,809;;;;;;;;;;;;;
5.1.2015 2:00;5.1.2015 3:00;0;0;0;1,021;;;;;;;;;;;;;
5.1.2015 3:00;5.1.2015 4:00;0;0;0;1,092;;;;;;;;;;;;;
5.1.2015 4:00;5.1.2015 5:00;0;0;0;1,12;;;;;;;;;;;;;
5.1.2015 5:00;5.1.2015 6:00;0;0;0;0,75;;;;;;;;;;;;;
5.1.2015 6:00;5.1.2015 7:00;0;0;0;0,565;;;;;;;;;;;;;
5.1.2015 7:00;5.1.2015 8:00;0;0;0,003;0,514;;;;;;;;;;;;;
5.1.2015 8:00;5.1.2015 9:00;0,098;0,001;0,018;0,563;;;;;;;;;;;;;
5.1.2015 9:00;5.1.2015 10:00;0,242;0,002;0,033;0,849;;;;;;;;;;;;;
5.1.2015 10:00;5.1.2015 11:00;0,259;0,002;0,035;1,195;;;;;;;;;;;;;
5.1.2015 11:00;5.1.2015 12:00;0,237;0,001;0,033;1,498;;;;;;;;;;;;;
5.1.2015 12:00;5.1.2015 13:00;0,194;0,001;0,028;1,78;;;;;;;;;;;;;
5.1.2015 13:00;5.1.2015 14:00;0,099;0,001;0,018;2,004;;;;;;;;;;;;;
5.1.2015 14:00;5.1.2015 15:00;0;0;0,004;2,127;;;;;;;;;;;;;
5.1.2015 15:00;5.1.2015 16:00;0;0;0;2,245;;;;;;;;;;;;;
5.1.2015 16:00;5.1.2015 17:00;0;0;0;2,273;;;;;;;;;;;;;
5.1.2015 17:00;5.1.2015 18:00;0;0;0;2,106;;;;;;;;;;;;;
5.1.2015 18:00;5.1.2015 19:00;0;0;0;1,871;;;;;;;;;;;;;
5.1.2015 19:00;5.1.2015 20:00;0;0;0;1,711;;;;;;;;;;;;;
5.1.2015 20:00;5.1.2015 21:00;0;0;0;1,493;;;;;;;;;;;;;
5.1.2015 21:00;5.1.2015 22:00;0;0;0;1,335;;;;;;;;;;;;;
5.1.2015 22:00;5.1.2015 23:00;0;0;0;1,246;;;;;;;;;;;;;
5.1.2015 23:00;6.1.2015 0:00;0;0;0;1,24;;;;;;;;;;;;;
6.1.2015 0:00;6.1.2015 1:00;0;0;0;1,309;;;;;;;;;;;;;
6.1.2015 1:00;6.1.2015 2:00;0;0;0;1,33;;;;;;;;;;;;;
6.1.2015 2:00;6.1.2015 3:00;0;0;0;1,214;;;;;;;;;;;;;
6.1.2015 3:00;6.1.2015 4:00;0;0;0;0,982;;;;;;;;;;;;;
6.1.2015 4:00;6.1.2015 5:00;0;0;0;0,756;;;;;;;;;;;;;
6.1.2015 5:00;6.1.2015 6:00;0;0;0;0,701;;;;;;;;;;;;;
6.1.2015 6:00;6.1.2015 7:00;0;0;0;0,491;;;;;;;;;;;;;
6.1.2015 7:00;6.1.2015 8:00;0,034;0,004;0,007;0,357;;;;;;;;;;;;;
6.1.2015 8:00;6.1.2015 9:00;0,593;0,025;0,045;0,95;;;;;;;;;;;;;
6.1.2015 9:00;6.1.2015 10:00;1,486;0,069;0,083;1,34;;;;;;;;;;;;;
6.1.2015 10:00;6.1.2015 11:00;2,274;0,123;0,102;1,942;;;;;;;;;;;;;
6.1.2015 11:00;6.1.2015 12:00;2,658;0,158;0,104;2,412;;;;;;;;;;;;;
6.1.2015 12:00;6.1.2015 13:00;2,545;0,161;0,09;2,594;;;;;;;;;;;;;
6.1.2015 13:00;6.1.2015 14:00;1,71;0,11;0,063;2,243;;;;;;;;;;;;;
6.1.2015 14:00;6.1.2015 15:00;0,39;0,029;0,021;0,998;;;;;;;;;;;;;
6.1.2015 15:00;6.1.2015 16:00;0;0;0;-0,375;;;;;;;;;;;;;
6.1.2015 16:00;6.1.2015 17:00;0;0;0;-0,877;;;;;;;;;;;;;
6.1.2015 17:00;6.1.2015 18:00;0;0;0;-1,356;;;;;;;;;;;;;
6.1.2015 18:00;6.1.2015 19:00;0;0;0;-1,651;;;;;;;;;;;;;
6.1.2015 19:00;6.1.2015 20:00;0;0;0;-1,803;;;;;;;;;;;;;
6.1.2015 20:00;6.1.2015 21:00;0;0;0;-1,839;;;;;;;;;;;;;
6.1.2015 21:00;6.1.2015 22:00;0;0;0;-1,798;;;;;;;;;;;;;
6.1.2015 22:00;6.1.2015 23:00;0;0;0;-1,764;;;;;;;;;;;;;
6.1.2015 23:00;7.1.2015 0:00;0;0;0;-1,854;;;;;;;;;;;;;
7.1.2015 0:00;7.1.2015 1:00;0;0;0;-2,009;;;;;;;;;;;;;
7.1.2015 1:00;7.1.2015 2:00;0;0;0;-2,119;;;;;;;;;;;;;
7.1.2015 2:00;7.1.2015 3:00;0;0;0;-2,189;;;;;;;;;;;;;
7.1.2015 3:00;7.1.2015 4:00;0;0;0;-2,308;;;;;;;;;;;;;
7.1.2015 4:00;7.1.2015 5:00;0;0;0;-2,22;;;;;;;;;;;;;
7.1.2015 5:00;7.1.2015 6:00;0;0;0;-1,559;;;;;;;;;;;;;
7.1.2015 6:00;7.1.2015 7:00;0;0;0;-0,646;;;;;;;;;;;;;
7.1.2015 7:00;7.1.2015 8:00;0;0;0,002;0,189;;;;;;;;;;;;;
7.1.2015 8:00;7.1.2015 9:00;0,083;0,001;0,016;1,089;;;;;;;;;;;;;
7.1.2015 9:00;7.1.2015 10:00;0,356;0,004;0,042;1,889;;;;;;;;;;;;;
7.1.2015 10:00;7.1.2015 11:00;0,774;0,012;0,075;2,65;;;;;;;;;;;;;
7.1.2015 11:00;7.1.2015 12:00;0,982;0,02;0,087;3,24;;;;;;;;;;;;;
7.1.2015 12:00;7.1.2015 13:00;0,878;0,019;0,077;3,47;;;;;;;;;;;;;
7.1.2015 13:00;7.1.2015 14:00;0,492;0,011;0,049;3,242;;;;;;;;;;;;;
7.1.2015 14:00;7.1.2015 15:00;0,086;0,004;0,014;2,447;;;;;;;;;;;;;
7.1.2015 15:00;7.1.2015 16:00;0;0;0;1,574;;;;;;;;;;;;;
7.1.2015 16:00;7.1.2015 17:00;0;0;0;0,859;;;;;;;;;;;;;
7.1.2015 17:00;7.1.2015 18:00;0;0;0;0,543;;;;;;;;;;;;;
7.1.2015 18:00;7.1.2015 19:00;0;0;0;0,641;;;;;;;;;;;;;
7.1.2015 19:00;7.1.2015 20:00;0;0;0;0,58;;;;;;;;;;;;;
7.1.2015 20:00;7.1.2015 21:00;0;0;0;0,382;;;;;;;;;;;;;
7.1.2015 21:00;7.1.2015 22:00;0;0;0;0,141;;;;;;;;;;;;;
7.1.2015 22:00;7.1.2015 23:00;0;0;0;-0,122;;;;;;;;;;;;;
7.1.2015 23:00;8.1.2015 0:00;0;0;0;-0,183;;;;;;;;;;;;;
8.1.2015 0:00;8.1.2015 1:00;0;0;0;-0,283;;;;;;;;;;;;;
8.1.2015 1:00;8.1.2015 2:00;0;0;0;-0,222;;;;;;;;;;;;;
8.1.2015 2:00;8.1.2015 3:00;0;0;0;-0,092;;;;;;;;;;;;;
8.1.2015 3:00;8.1.2015 4:00;0;0;0;0,03;;;;;;;;;;;;;
8.1.2015 4:00;8.1.2015 5:00;0;0;0;0,193;;;;;;;;;;;;;
8.1.2015 5:00;8.1.2015 6:00;0;0;0;0,365;;;;;;;;;;;;;
8.1.2015 6:00;8.1.2015 7:00;0;0;0;0,528;;;;;;;;;;;;;
8.1.2015 7:00;8.1.2015 8:00;0;0;0,003;0,762;;;;;;;;;;;;;
8.1.2015 8:00;8.1.2015 9:00;0,062;0,001;0,014;1,235;;;;;;;;;;;;;
8.1.2015 9:00;8.1.2015 10:00;0,089;0,001;0,017;1,757;;;;;;;;;;;;;
8.1.2015 10:00;8.1.2015 11:00;0,177;0,001;0,027;2,268;;;;;;;;;;;;;
8.1.2015 11:00;8.1.2015 12:00;0,267;0,001;0,036;2,75;;;;;;;;;;;;;
8.1.2015 12:00;8.1.2015 13:00;0,128;0,001;0,022;3,284;;;;;;;;;;;;;
8.1.2015 13:00;8.1.2015 14:00;0,029;0;0,01;3,471;;;;;;;;;;;;;
8.1.2015 14:00;8.1.2015 15:00;0;0;0,003;3,565;;;;;;;;;;;;;
8.1.2015 15:00;8.1.2015 16:00;0;0;0;3,582;;;;;;;;;;;;;
8.1.2015 16:00;8.1.2015 17:00;0;0;0;3,451;;;;;;;;;;;;;
8.1.2015 17:00;8.1.2015 18:00;0;0;0;3,406;;;;;;;;;;;;;
8.1.2015 18:00;8.1.2015 19:00;0;0;0;3,411;;;;;;;;;;;;;
8.1.2015 19:00;8.1.2015 20:00;0;0;0;3,458;;;;;;;;;;;;;
8.1.2015 20:00;8.1.2015 21:00;0;0;0;3,068;;;;;;;;;;;;;
8.1.2015 21:00;8.1.2015 22:00;0;0;0;2,525;;;;;;;;;;;;;
8.1.2015 22:00;8.1.2015 23:00;0;0;0;2,385;;;;;;;;;;;;;
8.1.2015 23:00;9.1.2015 0:00;0;0;0;2,668;;;;;;;;;;;;;
9.1.2015 0:00;9.1.2015 1:00;0;0;0;3,105;;;;;;;;;;;;;
9.1.2015 1:00;9.1.2015 2:00;0;0;0;3,227;;;;;;;;;;;;;
9.1.2015 2:00;9.1.2015 3:00;0;0;0;3,185;;;;;;;;;;;;;
9.1.2015 3:00;9.1.2015 4:00;0;0;0;3,284;;;;;;;;;;;;;
9.1.2015 4:00;9.1.2015 5:00;0;0;0;3,531;;;;;;;;;;;;;
9.1.2015 5:00;9.1.2015 6:00;0;0;0;3,648;;;;;;;;;;;;;
9.1.2015 6:00;9.1.2015 7:00;0;0;0;3,3;;;;;;;;;;;;;
9.1.2015 7:00;9.1.2015 8:00;0,011;0,001;0,006;3,251;;;;;;;;;;;;;
9.1.2015 8:00;9.1.2015 9:00;0,112;0,001;0,02;3,959;;;;;;;;;;;;;
9.1.2015 9:00;9.1.2015 10:00;0,093;0,001;0,018;5,004;;;;;;;;;;;;;
9.1.2015 10:00;9.1.2015 11:00;0,048;0;0,013;5,858;;;;;;;;;;;;;
9.1.2015 11:00;9.1.2015 12:00;0,104;0,001;0,02;6,422;;;;;;;;;;;;;
9.1.2015 12:00;9.1.2015 13:00;0,113;0,001;0,02;6,97;;;;;;;;;;;;;
9.1.2015 13:00;9.1.2015 14:00;0,106;0,001;0,019;7,252;;;;;;;;;;;;;
9.1.2015 14:00;9.1.2015 15:00;0,007;0;0,006;7,28;;;;;;;;;;;;;
9.1.2015 15:00;9.1.2015 16:00;0;0;0;7,258;;;;;;;;;;;;;
9.1.2015 16:00;9.1.2015 17:00;0;0;0;7,025;;;;;;;;;;;;;
9.1.2015 17:00;9.1.2015 18:00;0;0;0;6,555;;;;;;;;;;;;;
9.1.2015 18:00;9.1.2015 19:00;0;0;0;6,235;;;;;;;;;;;;;
9.1.2015 19:00;9.1.2015 20:00;0;0;0;6,016;;;;;;;;;;;;;
9.1.2015 20:00;9.1.2015 21:00;0;0;0;5,572;;;;;;;;;;;;;
9.1.2015 21:00;9.1.2015 22:00;0;0;0;5,072;;;;;;;;;;;;;
9.1.2015 22:00;9.1.2015 23:00;0;0;0;4,712;;;;;;;;;;;;;
9.1.2015 23:00;10.1.2015 0:00;0;0;0;4,345;;;;;;;;;;;;;
10.1.2015 0:00;10.1.2015 1:00;0;0;0;4,041;;;;;;;;;;;;;
10.1.2015 1:00;10.1.2015 2:00;0;0;0;3,965;;;;;;;;;;;;;
10.1.2015 2:00;10.1.2015 3:00;0;0;0;4,15;;;;;;;;;;;;;
10.1.2015 3:00;10.1.2015 4:00;0;0;0;4,632;;;;;;;;;;;;;
10.1.2015 4:00;10.1.2015 5:00;0;0;0;5,717;;;;;;;;;;;;;
10.1.2015 5:00;10.1.2015 6:00;0;0;0;7,463;;;;;;;;;;;;;
10.1.2015 6:00;10.1.2015 7:00;0;0;0;9,485;;;;;;;;;;;;;
10.1.2015 7:00;10.1.2015 8:00;0;0;0,003;10,063;;;;;;;;;;;;;
10.1.2015 8:00;10.1.2015 9:00;0,043;0,001;0,012;10,32;;;;;;;;;;;;;
10.1.2015 9:00;10.1.2015 10:00;0,078;0,001;0,016;10,603;;;;;;;;;;;;;
10.1.2015 10:00;10.1.2015 11:00;0,358;0,002;0,046;10,921;;;;;;;;;;;;;
10.1.2015 11:00;10.1.2015 12:00;0,302;0,002;0,041;11,025;;;;;;;;;;;;;
10.1.2015 12:00;10.1.2015 13:00;0,258;0,002;0,036;10,92;;;;;;;;;;;;;
10.1.2015 13:00;10.1.2015 14:00;0,098;0,001;0,019;10,797;;;;;;;;;;;;;
10.1.2015 14:00;10.1.2015 15:00;0;0;0,003;10,895;;;;;;;;;;;;;
10.1.2015 15:00;10.1.2015 16:00;0;0;0;10,732;;;;;;;;;;;;;
10.1.2015 16:00;10.1.2015 17:00;0;0;0;8,65;;;;;;;;;;;;;
10.1.2015 17:00;10.1.2015 18:00;0;0;0;6,353;;;;;;;;;;;;;
10.1.2015 18:00;10.1.2015 19:00;0;0;0;5,451;;;;;;;;;;;;;
10.1.2015 19:00;10.1.2015 20:00;0;0;0;4,725;;;;;;;;;;;;;
10.1.2015 20:00;10.1.2015 21:00;0;0;0;3,959;;;;;;;;;;;;;
10.1.2015 21:00;10.1.2015 22:00;0;0;0;3,314;;;;;;;;;;;;;
10.1.2015 22:00;10.1.2015 23:00;0;0;0;2,971;;;;;;;;;;;;;
10.1.2015 23:00;11.1.2015 0:00;0;0;0;2,801;;;;;;;;;;;;;
11.1.2015 0:00;11.1.2015 1:00;0;0;0;2,738;;;;;;;;;;;;;
11.1.2015 1:00;11.1.2015 2:00;0;0;0;2,505;;;;;;;;;;;;;
11.1.2015 2:00;11.1.2015 3:00;0;0;0;2,106;;;;;;;;;;;;;
11.1.2015 3:00;11.1.2015 4:00;0;0;0;1,859;;;;;;;;;;;;;
11.1.2015 4:00;11.1.2015 5:00;0;0;0;1,751;;;;;;;;;;;;;
11.1.2015 5:00;11.1.2015 6:00;0;0;0;1,673;;;;;;;;;;;;;
11.1.2015 6:00;11.1.2015 7:00;0;0;0;1,698;;;;;;;;;;;;;
11.1.2015 7:00;11.1.2015 8:00;0,015;0,001;0,007;1,861;;;;;;;;;;;;;
11.1.2015 8:00;11.1.2015 9:00;0,187;0,003;0,026;2,195;;;;;;;;;;;;;
11.1.2015 9:00;11.1.2015 10:00;0,438;0,005;0,05;2,577;;;;;;;;;;;;;
11.1.2015 10:00;11.1.2015 11:00;0,771;0,011;0,076;2,991;;;;;;;;;;;;;
11.1.2015 11:00;11.1.2015 12:00;0,727;0,009;0,073;3,259;;;;;;;;;;;;;
11.1.2015 12:00;11.1.2015 13:00;0,441;0,004;0,051;3,32;;;;;;;;;;;;;
11.1.2015 13:00;11.1.2015 14:00;0,19;0,002;0,027;3,218;;;;;;;;;;;;;
11.1.2015 14:00;11.1.2015 15:00;0,022;0,001;0,008;3,025;;;;;;;;;;;;;
11.1.2015 15:00;11.1.2015 16:00;0;0;0;2,832;;;;;;;;;;;;;
11.1.2015 16:00;11.1.2015 17:00;0;0;0;2,725;;;;;;;;;;;;;
11.1.2015 17:00;11.1.2015 18:00;0;0;0;2,71;;;;;;;;;;;;;
11.1.2015 18:00;11.1.2015 19:00;0;0;0;2,707;;;;;;;;;;;;;
11.1.2015 19:00;11.1.2015 20:00;0;0;0;3,05;;;;;;;;;;;;;
11.1.2015 20:00;11.1.2015 21:00;0;0;0;3,184;;;;;;;;;;;;;
11.1.2015 21:00;11.1.2015 22:00;0;0;0;3,127;;;;;;;;;;;;;
11.1.2015 22:00;11.1.2015 23:00;0;0;0;3,024;;;;;;;;;;;;;
11.1.2015 23:00;12.1.2015 0:00;0;0;0;2,716;;;;;;;;;;;;;
12.1.2015 0:00;12.1.2015 1:00;0;0;0;2,457;;;;;;;;;;;;;
12.1.2015 1:00;12.1.2015 2:00;0;0;0;2,712;;;;;;;;;;;;;
12.1.2015 2:00;12.1.2015 3:00;0;0;0;3,362;;;;;;;;;;;;;
12.1.2015 3:00;12.1.2015 4:00;0;0;0;3,635;;;;;;;;;;;;;
12.1.2015 4:00;12.1.2015 5:00;0;0;0;3,708;;;;;;;;;;;;;
12.1.2015 5:00;12.1.2015 6:00;0;0;0;3,866;;;;;;;;;;;;;
12.1.2015 6:00;12.1.2015 7:00;0;0;0;4,064;;;;;;;;;;;;;
12.1.2015 7:00;12.1.2015 8:00;0;0;0,003;4,177;;;;;;;;;;;;;
12.1.2015 8:00;12.1.2015 9:00;0,036;0;0,011;4,468;;;;;;;;;;;;;
12.1.2015 9:00;12.1.2015 10:00;0,083;0,001;0,017;4,788;;;;;;;;;;;;;
12.1.2015 10:00;12.1.2015 11:00;0,166;0,001;0,026;5,117;;;;;;;;;;;;;
12.1.2015 11:00;12.1.2015 12:00;0,303;0,002;0,04;5,52;;;;;;;;;;;;;
12.1.2015 12:00;12.1.2015 13:00;0,299;0,002;0,039;5,782;;;;;;;;;;;;;
12.1.2015 13:00;12.1.2015 14:00;0,092;0,001;0,018;5,662;;;;;;;;;;;;;
12.1.2015 14:00;12.1.2015 15:00;0,005;0;0,006;5,375;;;;;;;;;;;;;
12.1.2015 15:00;12.1.2015 16:00;0;0;0;5,197;;;;;;;;;;;;;
12.1.2015 16:00;12.1.2015 17:00;0;0;0;5,232;;;;;;;;;;;;;
12.1.2015 17:00;12.1.2015 18:00;0;0;0;5,392;;;;;;;;;;;;;
12.1.2015 18:00;12.1.2015 19:00;0;0;0;5,58;;;;;;;;;;;;;
12.1.2015 19:00;12.1.2015 20:00;0;0;0;5,748;;;;;;;;;;;;;
12.1.2015 20:00;12.1.2015 21:00;0;0;0;5,818;;;;;;;;;;;;;
12.1.2015 21:00;12.1.2015 22:00;0;0;0;5,834;;;;;;;;;;;;;
