# Renewables.ninja Solar PV (Point API) - 52.401; 13.059 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060;;;;;;;;;;;;;;;;;
# Units: time in UTC; local_time in Europe/Berlin; electricity in kW; irradiance_direct in kW/m²; irradiance_diffuse in kW/m²; temperature in ºC;;;;;;;;;;;;;
"# {""units"": {""time"": ""UTC""";" ""local_time"": ""Europe/Berlin""";" ""electricity"": ""kW""";" ""irradiance_direct"": ""kW/m\u00b2""";" ""irradiance_diffuse"": ""kW/m\u00b2""";" ""temperature"": ""\u00baC""}";" ""params"": {""local_time"": true";" ""header"": true";" ""lat"": ""52.4009309""";" ""lon"": ""13.0591397""";" ""date_from"": ""2015-01-01""";" ""date_to"": ""2015-12-31""";" ""dataset"": ""merra2""";" ""capacity"": ""10""";" ""system_loss"": ""0""";" ""tracking"": ""0""";" ""tilt"": ""35""";" ""azim"": ""180""";" ""raw"": true}}"
time;local_time;electricity;irradiance_direct;irradiance_diffuse;temperature;;;;;;;;;;;;;
19.2.2015 9:00;19.2.2015 10:00;5,551;0,458;0,095;2,72;;;;;;;;;;;;;
19.2.2015 10:00;19.2.2015 11:00;6,207;0,528;0,101;4,071;;;;;;;;;;;;;
19.2.2015 11:00;19.2.2015 12:00;6,459;0,565;0,096;4,999;;;;;;;;;;;;;
19.2.2015 12:00;19.2.2015 13:00;5,973;0,517;0,091;5,467;;;;;;;;;;;;;
19.2.2015 13:00;19.2.2015 14:00;4,718;0,388;0,084;5,449;;;;;;;;;;;;;
19.2.2015 14:00;19.2.2015 15:00;2,897;0,218;0,069;4,525;;;;;;;;;;;;;
19.2.2015 15:00;19.2.2015 16:00;0,796;0,054;0,034;1,598;;;;;;;;;;;;;
19.2.2015 16:00;19.2.2015 17:00;0;0;0;-0,316;;;;;;;;;;;;;
19.2.2015 17:00;19.2.2015 18:00;0;0;0;-0,321;;;;;;;;;;;;;
19.2.2015 18:00;19.2.2015 19:00;0;0;0;-0,668;;;;;;;;;;;;;
19.2.2015 19:00;19.2.2015 20:00;0;0;0;-1,316;;;;;;;;;;;;;
19.2.2015 20:00;19.2.2015 21:00;0;0;0;-1,872;;;;;;;;;;;;;
19.2.2015 21:00;19.2.2015 22:00;0;0;0;-2,215;;;;;;;;;;;;;
19.2.2015 22:00;19.2.2015 23:00;0;0;0;-2,357;;;;;;;;;;;;;
19.2.2015 23:00;20.2.2015 0:00;0;0;0;-2,513;;;;;;;;;;;;;
20.2.2015 0:00;20.2.2015 1:00;0;0;0;-2,545;;;;;;;;;;;;;
20.2.2015 1:00;20.2.2015 2:00;0;0;0;-2,641;;;;;;;;;;;;;
20.2.2015 2:00;20.2.2015 3:00;0;0;0;-2,855;;;;;;;;;;;;;
20.2.2015 3:00;20.2.2015 4:00;0;0;0;-2,997;;;;;;;;;;;;;
20.2.2015 4:00;20.2.2015 5:00;0;0;0;-3,077;;;;;;;;;;;;;
20.2.2015 5:00;20.2.2015 6:00;0;0;0;-3,158;;;;;;;;;;;;;
20.2.2015 6:00;20.2.2015 7:00;0,313;0,022;0,019;-2,976;;;;;;;;;;;;;
20.2.2015 7:00;20.2.2015 8:00;2,251;0,154;0,065;-1,61;;;;;;;;;;;;;
20.2.2015 8:00;20.2.2015 9:00;5,333;0,46;0,063;0,639;;;;;;;;;;;;;
20.2.2015 9:00;20.2.2015 10:00;6,61;0,603;0,068;3,058;;;;;;;;;;;;;
20.2.2015 10:00;20.2.2015 11:00;6,975;0,643;0,078;4,847;;;;;;;;;;;;;
20.2.2015 11:00;20.2.2015 12:00;7,078;0,661;0,076;6,004;;;;;;;;;;;;;
20.2.2015 12:00;20.2.2015 13:00;6,668;0,622;0,07;6,721;;;;;;;;;;;;;
20.2.2015 13:00;20.2.2015 14:00;5,358;0,477;0,067;6,868;;;;;;;;;;;;;
20.2.2015 14:00;20.2.2015 15:00;3,403;0,28;0,059;6,112;;;;;;;;;;;;;
20.2.2015 15:00;20.2.2015 16:00;0,956;0,07;0,035;3,667;;;;;;;;;;;;;
20.2.2015 16:00;20.2.2015 17:00;0;0;0;1,709;;;;;;;;;;;;;
20.2.2015 17:00;20.2.2015 18:00;0;0;0;1,659;;;;;;;;;;;;;
20.2.2015 18:00;20.2.2015 19:00;0;0;0;1,823;;;;;;;;;;;;;
20.2.2015 19:00;20.2.2015 20:00;0;0;0;1,871;;;;;;;;;;;;;
20.2.2015 20:00;20.2.2015 21:00;0;0;0;1,845;;;;;;;;;;;;;
20.2.2015 21:00;20.2.2015 22:00;0;0;0;1,968;;;;;;;;;;;;;
20.2.2015 22:00;20.2.2015 23:00;0;0;0;1,464;;;;;;;;;;;;;
20.2.2015 23:00;21.2.2015 0:00;0;0;0;1,59;;;;;;;;;;;;;
21.2.2015 0:00;21.2.2015 1:00;0;0;0;1,545;;;;;;;;;;;;;
21.2.2015 1:00;21.2.2015 2:00;0;0;0;1,027;;;;;;;;;;;;;
21.2.2015 2:00;21.2.2015 3:00;0;0;0;0,571;;;;;;;;;;;;;
21.2.2015 3:00;21.2.2015 4:00;0;0;0;0,334;;;;;;;;;;;;;
21.2.2015 4:00;21.2.2015 5:00;0;0;0;-0,028;;;;;;;;;;;;;
21.2.2015 5:00;21.2.2015 6:00;0;0;0;-0,323;;;;;;;;;;;;;
21.2.2015 6:00;21.2.2015 7:00;0,535;0,041;0,023;-0,15;;;;;;;;;;;;;
21.2.2015 7:00;21.2.2015 8:00;2,72;0,2;0,066;1,146;;;;;;;;;;;;;
21.2.2015 8:00;21.2.2015 9:00;4,612;0,371;0,084;3,266;;;;;;;;;;;;;
21.2.2015 9:00;21.2.2015 10:00;5,916;0,51;0,093;5,892;;;;;;;;;;;;;
21.2.2015 10:00;21.2.2015 11:00;6,253;0,539;0,109;7,909;;;;;;;;;;;;;
21.2.2015 11:00;21.2.2015 12:00;4,232;0,265;0,162;8,064;;;;;;;;;;;;;
21.2.2015 12:00;21.2.2015 13:00;1,955;0,058;0,143;7,31;;;;;;;;;;;;;
21.2.2015 13:00;21.2.2015 14:00;2,066;0,08;0,131;7,028;;;;;;;;;;;;;
21.2.2015 14:00;21.2.2015 15:00;1,391;0,057;0,089;6,591;;;;;;;;;;;;;
21.2.2015 15:00;21.2.2015 16:00;0,511;0,024;0,038;5,213;;;;;;;;;;;;;
21.2.2015 16:00;21.2.2015 17:00;0;0;0,001;2,996;;;;;;;;;;;;;
21.2.2015 17:00;21.2.2015 18:00;0;0;0;1,5;;;;;;;;;;;;;
21.2.2015 18:00;21.2.2015 19:00;0;0;0;0,383;;;;;;;;;;;;;
21.2.2015 19:00;21.2.2015 20:00;0;0;0;-0,314;;;;;;;;;;;;;
21.2.2015 20:00;21.2.2015 21:00;0;0;0;-0,618;;;;;;;;;;;;;
21.2.2015 21:00;21.2.2015 22:00;0;0;0;-0,716;;;;;;;;;;;;;
21.2.2015 22:00;21.2.2015 23:00;0;0;0;-0,764;;;;;;;;;;;;;
21.2.2015 23:00;22.2.2015 0:00;0;0;0;-0,907;;;;;;;;;;;;;
22.2.2015 0:00;22.2.2015 1:00;0;0;0;-1,232;;;;;;;;;;;;;
22.2.2015 1:00;22.2.2015 2:00;0;0;0;-1,284;;;;;;;;;;;;;
22.2.2015 2:00;22.2.2015 3:00;0;0;0;-1,147;;;;;;;;;;;;;
22.2.2015 3:00;22.2.2015 4:00;0;0;0;-0,963;;;;;;;;;;;;;
22.2.2015 4:00;22.2.2015 5:00;0;0;0;-0,745;;;;;;;;;;;;;
22.2.2015 5:00;22.2.2015 6:00;0;0;0;-0,561;;;;;;;;;;;;;
22.2.2015 6:00;22.2.2015 7:00;0,048;0,002;0,011;-0,304;;;;;;;;;;;;;
22.2.2015 7:00;22.2.2015 8:00;0,433;0,006;0,047;0,327;;;;;;;;;;;;;
22.2.2015 8:00;22.2.2015 9:00;1,049;0,018;0,094;0,996;;;;;;;;;;;;;
22.2.2015 9:00;22.2.2015 10:00;1,808;0,043;0,139;1,881;;;;;;;;;;;;;
22.2.2015 10:00;22.2.2015 11:00;3,582;0,174;0,178;3,315;;;;;;;;;;;;;
22.2.2015 11:00;22.2.2015 12:00;4,675;0,301;0,163;4,274;;;;;;;;;;;;;
22.2.2015 12:00;22.2.2015 13:00;4,951;0,359;0,136;4,821;;;;;;;;;;;;;
22.2.2015 13:00;22.2.2015 14:00;4,61;0,356;0,103;5,031;;;;;;;;;;;;;
22.2.2015 14:00;22.2.2015 15:00;3,018;0,219;0,08;4,716;;;;;;;;;;;;;
22.2.2015 15:00;22.2.2015 16:00;0,936;0,059;0,043;2,758;;;;;;;;;;;;;
22.2.2015 16:00;22.2.2015 17:00;0;0;0,001;0,501;;;;;;;;;;;;;
22.2.2015 17:00;22.2.2015 18:00;0;0;0;-0,502;;;;;;;;;;;;;
22.2.2015 18:00;22.2.2015 19:00;0;0;0;-1,226;;;;;;;;;;;;;
22.2.2015 19:00;22.2.2015 20:00;0;0;0;-1,59;;;;;;;;;;;;;
22.2.2015 20:00;22.2.2015 21:00;0;0;0;-1,661;;;;;;;;;;;;;
22.2.2015 21:00;22.2.2015 22:00;0;0;0;-1,63;;;;;;;;;;;;;
22.2.2015 22:00;22.2.2015 23:00;0;0;0;-1,602;;;;;;;;;;;;;
22.2.2015 23:00;23.2.2015 0:00;0;0;0;-1,592;;;;;;;;;;;;;
23.2.2015 0:00;23.2.2015 1:00;0;0;0;-1,331;;;;;;;;;;;;;
23.2.2015 1:00;23.2.2015 2:00;0;0;0;-1,084;;;;;;;;;;;;;
23.2.2015 2:00;23.2.2015 3:00;0;0;0;-1,058;;;;;;;;;;;;;
23.2.2015 3:00;23.2.2015 4:00;0;0;0;-1,047;;;;;;;;;;;;;
23.2.2015 4:00;23.2.2015 5:00;0;0;0;-1,054;;;;;;;;;;;;;
23.2.2015 5:00;23.2.2015 6:00;0;0;0;-0,959;;;;;;;;;;;;;
23.2.2015 6:00;23.2.2015 7:00;0,07;0,002;0,014;-0,652;;;;;;;;;;;;;
23.2.2015 7:00;23.2.2015 8:00;0,789;0,015;0,072;0,325;;;;;;;;;;;;;
23.2.2015 8:00;23.2.2015 9:00;1,612;0,038;0,126;1,707;;;;;;;;;;;;;
23.2.2015 9:00;23.2.2015 10:00;2,371;0,065;0,17;3,349;;;;;;;;;;;;;
23.2.2015 10:00;23.2.2015 11:00;2,241;0,047;0,178;4,13;;;;;;;;;;;;;
23.2.2015 11:00;23.2.2015 12:00;1,426;0,014;0,133;3,741;;;;;;;;;;;;;
23.2.2015 12:00;23.2.2015 13:00;0,793;0,005;0,084;2,927;;;;;;;;;;;;;
23.2.2015 13:00;23.2.2015 14:00;0,455;0,002;0,054;2,185;;;;;;;;;;;;;
23.2.2015 14:00;23.2.2015 15:00;0,213;0,001;0,031;1,621;;;;;;;;;;;;;
23.2.2015 15:00;23.2.2015 16:00;0,041;0;0,011;1,231;;;;;;;;;;;;;
23.2.2015 16:00;23.2.2015 17:00;0;0;0;0,91;;;;;;;;;;;;;
23.2.2015 17:00;23.2.2015 18:00;0;0;0;0,665;;;;;;;;;;;;;
23.2.2015 18:00;23.2.2015 19:00;0;0;0;0,442;;;;;;;;;;;;;
23.2.2015 19:00;23.2.2015 20:00;0;0;0;0,14;;;;;;;;;;;;;
23.2.2015 20:00;23.2.2015 21:00;0;0;0;-0,286;;;;;;;;;;;;;
23.2.2015 21:00;23.2.2015 22:00;0;0;0;-0,632;;;;;;;;;;;;;
23.2.2015 22:00;23.2.2015 23:00;0;0;0;-0,84;;;;;;;;;;;;;
23.2.2015 23:00;24.2.2015 0:00;0;0;0;-0,987;;;;;;;;;;;;;
24.2.2015 0:00;24.2.2015 1:00;0;0;0;-1,087;;;;;;;;;;;;;
24.2.2015 1:00;24.2.2015 2:00;0;0;0;-1,126;;;;;;;;;;;;;
24.2.2015 2:00;24.2.2015 3:00;0;0;0;-1,016;;;;;;;;;;;;;
24.2.2015 3:00;24.2.2015 4:00;0;0;0;-0,696;;;;;;;;;;;;;
24.2.2015 4:00;24.2.2015 5:00;0;0;0;-0,708;;;;;;;;;;;;;
24.2.2015 5:00;24.2.2015 6:00;0;0;0;-0,609;;;;;;;;;;;;;
24.2.2015 6:00;24.2.2015 7:00;0,251;0,012;0,024;-0,007;;;;;;;;;;;;;
24.2.2015 7:00;24.2.2015 8:00;1,272;0,053;0,079;1,543;;;;;;;;;;;;;
24.2.2015 8:00;24.2.2015 9:00;4,81;0,384;0,092;3,493;;;;;;;;;;;;;
24.2.2015 9:00;24.2.2015 10:00;5,84;0,489;0,103;5,355;;;;;;;;;;;;;
24.2.2015 10:00;24.2.2015 11:00;6,289;0,53;0,117;6,367;;;;;;;;;;;;;
24.2.2015 11:00;24.2.2015 12:00;5,208;0,379;0,148;6,807;;;;;;;;;;;;;
24.2.2015 12:00;24.2.2015 13:00;4,236;0,273;0,153;6,986;;;;;;;;;;;;;
24.2.2015 13:00;24.2.2015 14:00;3,372;0,204;0,134;6,901;;;;;;;;;;;;;
24.2.2015 14:00;24.2.2015 15:00;1,671;0,075;0,098;6,274;;;;;;;;;;;;;
24.2.2015 15:00;24.2.2015 16:00;0,4;0,013;0,039;4,71;;;;;;;;;;;;;
24.2.2015 16:00;24.2.2015 17:00;0;0;0,001;3,083;;;;;;;;;;;;;
24.2.2015 17:00;24.2.2015 18:00;0;0;0;2,62;;;;;;;;;;;;;
24.2.2015 18:00;24.2.2015 19:00;0;0;0;1,873;;;;;;;;;;;;;
24.2.2015 19:00;24.2.2015 20:00;0;0;0;1,045;;;;;;;;;;;;;
24.2.2015 20:00;24.2.2015 21:00;0;0;0;0,416;;;;;;;;;;;;;
24.2.2015 21:00;24.2.2015 22:00;0;0;0;-0,095;;;;;;;;;;;;;
24.2.2015 22:00;24.2.2015 23:00;0;0;0;-0,148;;;;;;;;;;;;;
24.2.2015 23:00;25.2.2015 0:00;0;0;0;0,102;;;;;;;;;;;;;
25.2.2015 0:00;25.2.2015 1:00;0;0;0;0,362;;;;;;;;;;;;;
25.2.2015 1:00;25.2.2015 2:00;0;0;0;0,43;;;;;;;;;;;;;
25.2.2015 2:00;25.2.2015 3:00;0;0;0;0,247;;;;;;;;;;;;;
25.2.2015 3:00;25.2.2015 4:00;0;0;0;-0,006;;;;;;;;;;;;;
25.2.2015 4:00;25.2.2015 5:00;0;0;0;-0,232;;;;;;;;;;;;;
25.2.2015 5:00;25.2.2015 6:00;0;0;0;-0,414;;;;;;;;;;;;;
25.2.2015 6:00;25.2.2015 7:00;0,138;0,004;0,019;-0,369;;;;;;;;;;;;;
25.2.2015 7:00;25.2.2015 8:00;0,887;0,023;0,073;0,359;;;;;;;;;;;;;
25.2.2015 8:00;25.2.2015 9:00;2,656;0,128;0,133;2,307;;;;;;;;;;;;;
25.2.2015 9:00;25.2.2015 10:00;4,554;0,306;0,146;4,508;;;;;;;;;;;;;
25.2.2015 10:00;25.2.2015 11:00;5,201;0,369;0,156;5,932;;;;;;;;;;;;;
25.2.2015 11:00;25.2.2015 12:00;4,279;0,252;0,176;6,28;;;;;;;;;;;;;
25.2.2015 12:00;25.2.2015 13:00;3,71;0,202;0,169;6,413;;;;;;;;;;;;;
25.2.2015 13:00;25.2.2015 14:00;2,866;0,144;0,143;6,385;;;;;;;;;;;;;
25.2.2015 14:00;25.2.2015 15:00;1,9;0,092;0,102;6,053;;;;;;;;;;;;;
25.2.2015 15:00;25.2.2015 16:00;0,761;0,037;0,049;4,499;;;;;;;;;;;;;
25.2.2015 16:00;25.2.2015 17:00;0;0,001;0,002;2,932;;;;;;;;;;;;;
25.2.2015 17:00;25.2.2015 18:00;0;0;0;2,153;;;;;;;;;;;;;
25.2.2015 18:00;25.2.2015 19:00;0;0;0;1,375;;;;;;;;;;;;;
25.2.2015 19:00;25.2.2015 20:00;0;0;0;0,658;;;;;;;;;;;;;
25.2.2015 20:00;25.2.2015 21:00;0;0;0;0,061;;;;;;;;;;;;;
25.2.2015 21:00;25.2.2015 22:00;0;0;0;-0,441;;;;;;;;;;;;;
25.2.2015 22:00;25.2.2015 23:00;0;0;0;-0,787;;;;;;;;;;;;;
25.2.2015 23:00;26.2.2015 0:00;0;0;0;-1,093;;;;;;;;;;;;;
26.2.2015 0:00;26.2.2015 1:00;0;0;0;-1,358;;;;;;;;;;;;;
26.2.2015 1:00;26.2.2015 2:00;0;0;0;-1,643;;;;;;;;;;;;;
26.2.2015 2:00;26.2.2015 3:00;0;0;0;-1,956;;;;;;;;;;;;;
26.2.2015 3:00;26.2.2015 4:00;0;0;0;-2,217;;;;;;;;;;;;;
26.2.2015 4:00;26.2.2015 5:00;0;0;0;-2,439;;;;;;;;;;;;;
26.2.2015 5:00;26.2.2015 6:00;0;0;0;-2,608;;;;;;;;;;;;;
26.2.2015 6:00;26.2.2015 7:00;1,363;0,112;0,026;-1,524;;;;;;;;;;;;;
26.2.2015 7:00;26.2.2015 8:00;3,758;0,314;0,051;0,797;;;;;;;;;;;;;
26.2.2015 8:00;26.2.2015 9:00;5,773;0,518;0,058;2,519;;;;;;;;;;;;;
26.2.2015 9:00;26.2.2015 10:00;7,005;0,663;0,063;5,275;;;;;;;;;;;;;
26.2.2015 10:00;26.2.2015 11:00;7,648;0,746;0,066;6,987;;;;;;;;;;;;;
26.2.2015 11:00;26.2.2015 12:00;7,69;0,754;0,066;7,479;;;;;;;;;;;;;
26.2.2015 12:00;26.2.2015 13:00;7,108;0,684;0,065;7,718;;;;;;;;;;;;;
26.2.2015 13:00;26.2.2015 14:00;5,899;0,545;0,061;7,668;;;;;;;;;;;;;
26.2.2015 14:00;26.2.2015 15:00;4,018;0,348;0,055;7,056;;;;;;;;;;;;;
26.2.2015 15:00;26.2.2015 16:00;1,555;0,12;0,04;4,445;;;;;;;;;;;;;
26.2.2015 16:00;26.2.2015 17:00;0,006;0,003;0,003;1,475;;;;;;;;;;;;;
26.2.2015 17:00;26.2.2015 18:00;0;0;0;0,847;;;;;;;;;;;;;
26.2.2015 18:00;26.2.2015 19:00;0;0;0;0,618;;;;;;;;;;;;;
26.2.2015 19:00;26.2.2015 20:00;0;0;0;0,36;;;;;;;;;;;;;
26.2.2015 20:00;26.2.2015 21:00;0;0;0;-0,033;;;;;;;;;;;;;
26.2.2015 21:00;26.2.2015 22:00;0;0;0;-0,59;;;;;;;;;;;;;
26.2.2015 22:00;26.2.2015 23:00;0;0;0;-1,159;;;;;;;;;;;;;
26.2.2015 23:00;27.2.2015 0:00;0;0;0;-1,561;;;;;;;;;;;;;
27.2.2015 0:00;27.2.2015 1:00;0;0;0;-1,938;;;;;;;;;;;;;
27.2.2015 1:00;27.2.2015 2:00;0;0;0;-2,243;;;;;;;;;;;;;
27.2.2015 2:00;27.2.2015 3:00;0;0;0;-2,445;;;;;;;;;;;;;
27.2.2015 3:00;27.2.2015 4:00;0;0;0;-2,555;;;;;;;;;;;;;
27.2.2015 4:00;27.2.2015 5:00;0;0;0;-2,645;;;;;;;;;;;;;
27.2.2015 5:00;27.2.2015 6:00;0;0;0;-2,731;;;;;;;;;;;;;
27.2.2015 6:00;27.2.2015 7:00;1,232;0,095;0,032;-1,564;;;;;;;;;;;;;
27.2.2015 7:00;27.2.2015 8:00;3,627;0,296;0,055;0,261;;;;;;;;;;;;;
27.2.2015 8:00;27.2.2015 9:00;5,665;0,501;0,062;2,361;;;;;;;;;;;;;
27.2.2015 9:00;27.2.2015 10:00;6,896;0,646;0,068;5,388;;;;;;;;;;;;;
27.2.2015 10:00;27.2.2015 11:00;7,498;0,724;0,071;7,292;;;;;;;;;;;;;
27.2.2015 11:00;27.2.2015 12:00;7,524;0,73;0,072;8,074;;;;;;;;;;;;;
27.2.2015 12:00;27.2.2015 13:00;6,988;0,668;0,069;8,495;;;;;;;;;;;;;
27.2.2015 13:00;27.2.2015 14:00;5,799;0,533;0,065;8,532;;;;;;;;;;;;;
27.2.2015 14:00;27.2.2015 15:00;3,943;0,338;0,059;8,051;;;;;;;;;;;;;
27.2.2015 15:00;27.2.2015 16:00;1,541;0,118;0,042;6,038;;;;;;;;;;;;;
27.2.2015 16:00;27.2.2015 17:00;0,012;0,003;0,004;4,171;;;;;;;;;;;;;
27.2.2015 17:00;27.2.2015 18:00;0;0;0;2,705;;;;;;;;;;;;;
27.2.2015 18:00;27.2.2015 19:00;0;0;0;1,149;;;;;;;;;;;;;
27.2.2015 19:00;27.2.2015 20:00;0;0;0;0,036;;;;;;;;;;;;;
27.2.2015 20:00;27.2.2015 21:00;0;0;0;-0,411;;;;;;;;;;;;;
27.2.2015 21:00;27.2.2015 22:00;0;0;0;-0,302;;;;;;;;;;;;;
27.2.2015 22:00;27.2.2015 23:00;0;0;0;0,429;;;;;;;;;;;;;
27.2.2015 23:00;28.2.2015 0:00;0;0;0;1,01;;;;;;;;;;;;;
28.2.2015 0:00;28.2.2015 1:00;0;0;0;1,285;;;;;;;;;;;;;
28.2.2015 1:00;28.2.2015 2:00;0;0;0;1,439;;;;;;;;;;;;;
28.2.2015 2:00;28.2.2015 3:00;0;0;0;1,633;;;;;;;;;;;;;
28.2.2015 3:00;28.2.2015 4:00;0;0;0;1,726;;;;;;;;;;;;;
28.2.2015 4:00;28.2.2015 5:00;0;0;0;1,691;;;;;;;;;;;;;
28.2.2015 5:00;28.2.2015 6:00;0;0;0;1,517;;;;;;;;;;;;;
28.2.2015 6:00;28.2.2015 7:00;0,08;0,002;0,015;1,355;;;;;;;;;;;;;
28.2.2015 7:00;28.2.2015 8:00;0,727;0,015;0,067;1,487;;;;;;;;;;;;;
28.2.2015 8:00;28.2.2015 9:00;2,262;0,09;0,135;2,431;;;;;;;;;;;;;
28.2.2015 9:00;28.2.2015 10:00;3,64;0,202;0,156;3,403;;;;;;;;;;;;;
28.2.2015 10:00;28.2.2015 11:00;7,325;0,667;0,093;4,571;;;;;;;;;;;;;
28.2.2015 11:00;28.2.2015 12:00;7,81;0,748;0,076;5,487;;;;;;;;;;;;;
28.2.2015 12:00;28.2.2015 13:00;7,271;0,688;0,073;6,002;;;;;;;;;;;;;
28.2.2015 13:00;28.2.2015 14:00;6,085;0,555;0,068;6,115;;;;;;;;;;;;;
28.2.2015 14:00;28.2.2015 15:00;4,222;0,361;0,06;5,762;;;;;;;;;;;;;
28.2.2015 15:00;28.2.2015 16:00;1,76;0,135;0,044;4,199;;;;;;;;;;;;;
28.2.2015 16:00;28.2.2015 17:00;0,03;0,005;0,005;1,108;;;;;;;;;;;;;
28.2.2015 17:00;28.2.2015 18:00;0;0;0;0,035;;;;;;;;;;;;;
28.2.2015 18:00;28.2.2015 19:00;0;0;0;-0,535;;;;;;;;;;;;;
28.2.2015 19:00;28.2.2015 20:00;0;0;0;-0,8;;;;;;;;;;;;;
28.2.2015 20:00;28.2.2015 21:00;0;0;0;-0,946;;;;;;;;;;;;;
28.2.2015 21:00;28.2.2015 22:00;0;0;0;-1,136;;;;;;;;;;;;;
28.2.2015 22:00;28.2.2015 23:00;0;0;0;-1,239;;;;;;;;;;;;;
28.2.2015 23:00;1.3.2015 0:00;0;0;0;-1,057;;;;;;;;;;;;;
1.3.2015 0:00;1.3.2015 1:00;0;0;0;-0,926;;;;;;;;;;;;;
1.3.2015 1:00;1.3.2015 2:00;0;0;0;-0,835;;;;;;;;;;;;;
1.3.2015 2:00;1.3.2015 3:00;0;0;0;-0,7;;;;;;;;;;;;;
1.3.2015 3:00;1.3.2015 4:00;0;0;0;-0,476;;;;;;;;;;;;;
1.3.2015 4:00;1.3.2015 5:00;0;0;0;-0,23;;;;;;;;;;;;;
1.3.2015 5:00;1.3.2015 6:00;0;0;0;0,014;;;;;;;;;;;;;
1.3.2015 6:00;1.3.2015 7:00;0,082;0,001;0,016;0,434;;;;;;;;;;;;;
1.3.2015 7:00;1.3.2015 8:00;0,33;0,002;0,042;1,06;;;;;;;;;;;;;
1.3.2015 8:00;1.3.2015 9:00;0,63;0,004;0,069;1,628;;;;;;;;;;;;;
1.3.2015 9:00;1.3.2015 10:00;0,931;0,006;0,096;2,201;;;;;;;;;;;;;
1.3.2015 10:00;1.3.2015 11:00;0,824;0,004;0,088;2,763;;;;;;;;;;;;;
1.3.2015 11:00;1.3.2015 12:00;0,748;0,003;0,081;3,448;;;;;;;;;;;;;
1.3.2015 12:00;1.3.2015 13:00;1,248;0,011;0,121;4,822;;;;;;;;;;;;;
1.3.2015 13:00;1.3.2015 14:00;2,464;0,078;0,17;6,605;;;;;;;;;;;;;
1.3.2015 14:00;1.3.2015 15:00;1,473;0,04;0,115;7,101;;;;;;;;;;;;;
1.3.2015 15:00;1.3.2015 16:00;0,413;0,007;0,046;6,431;;;;;;;;;;;;;
1.3.2015 16:00;1.3.2015 17:00;0;0;0,003;5,584;;;;;;;;;;;;;
1.3.2015 17:00;1.3.2015 18:00;0;0;0;4,856;;;;;;;;;;;;;
1.3.2015 18:00;1.3.2015 19:00;0;0;0;4,142;;;;;;;;;;;;;
1.3.2015 19:00;1.3.2015 20:00;0;0;0;3,192;;;;;;;;;;;;;
1.3.2015 20:00;1.3.2015 21:00;0;0;0;2,545;;;;;;;;;;;;;
1.3.2015 21:00;1.3.2015 22:00;0;0;0;2,494;;;;;;;;;;;;;
1.3.2015 22:00;1.3.2015 23:00;0;0;0;2,423;;;;;;;;;;;;;
1.3.2015 23:00;2.3.2015 0:00;0;0;0;2,501;;;;;;;;;;;;;
2.3.2015 0:00;2.3.2015 1:00;0;0;0;2,613;;;;;;;;;;;;;
2.3.2015 1:00;2.3.2015 2:00;0;0;0;2,663;;;;;;;;;;;;;
2.3.2015 2:00;2.3.2015 3:00;0;0;0;2,651;;;;;;;;;;;;;
2.3.2015 3:00;2.3.2015 4:00;0;0;0;2,646;;;;;;;;;;;;;
2.3.2015 4:00;2.3.2015 5:00;0;0;0;2,72;;;;;;;;;;;;;
2.3.2015 5:00;2.3.2015 6:00;0;0;0;2,887;;;;;;;;;;;;;
2.3.2015 6:00;2.3.2015 7:00;0,052;0,001;0,012;3,306;;;;;;;;;;;;;
2.3.2015 7:00;2.3.2015 8:00;0,766;0,014;0,073;4,294;;;;;;;;;;;;;
2.3.2015 8:00;2.3.2015 9:00;2,826;0,135;0,146;4,82;;;;;;;;;;;;;
2.3.2015 9:00;2.3.2015 10:00;5,21;0,377;0,146;5,196;;;;;;;;;;;;;
2.3.2015 10:00;2.3.2015 11:00;4,955;0,324;0,174;5,706;;;;;;;;;;;;;
2.3.2015 11:00;2.3.2015 12:00;4,721;0,292;0,182;6,07;;;;;;;;;;;;;
2.3.2015 12:00;2.3.2015 13:00;4,826;0,322;0,164;6,437;;;;;;;;;;;;;
2.3.2015 13:00;2.3.2015 14:00;3,407;0,187;0,153;6,359;;;;;;;;;;;;;
2.3.2015 14:00;2.3.2015 15:00;1,448;0,045;0,107;5,948;;;;;;;;;;;;;
2.3.2015 15:00;2.3.2015 16:00;0,509;0,013;0,05;5,364;;;;;;;;;;;;;
2.3.2015 16:00;2.3.2015 17:00;0,01;0,001;0,005;4,344;;;;;;;;;;;;;
2.3.2015 17:00;2.3.2015 18:00;0;0;0;3,258;;;;;;;;;;;;;
2.3.2015 18:00;2.3.2015 19:00;0;0;0;2,289;;;;;;;;;;;;;
2.3.2015 19:00;2.3.2015 20:00;0;0;0;1,891;;;;;;;;;;;;;
2.3.2015 20:00;2.3.2015 21:00;0;0;0;1,954;;;;;;;;;;;;;
2.3.2015 21:00;2.3.2015 22:00;0;0;0;1,929;;;;;;;;;;;;;
2.3.2015 22:00;2.3.2015 23:00;0;0;0;1,81;;;;;;;;;;;;;
2.3.2015 23:00;3.3.2015 0:00;0;0;0;1,259;;;;;;;;;;;;;
3.3.2015 0:00;3.3.2015 1:00;0;0;0;0,477;;;;;;;;;;;;;
